,Median Rent 2016,Tract Number,Neighborhood,Location
426,1043.0,191201,East Hollywood,"(34.0985005, -118.296143)"
427,989.0,191203,East Hollywood,"(34.093198, -118.293925)"
428,1003.0,191204,East Hollywood,"(34.0931035, -118.2982805)"
429,1138.0,191301,East Hollywood,"(34.092753, -118.286057)"
430,1119.0,191302,East Hollywood,"(34.0973365, -118.287285)"
431,990.0,191410,East Hollywood,"(34.0887575, -118.288114)"
432,1083.0,191420,East Hollywood,"(34.085129, -118.2880925)"
433,1051.0,191500,East Hollywood,"(34.0872185, -118.296096)"
434,1064.0,191610,East Hollywood,"(34.0871475, -118.304811)"
435,1066.0,191620,East Hollywood,"(34.0877515, -118.3035155)"
436,883.0,191710,Hollywood,"(34.0871295, -118.315709)"
437,937.0,191720,Hollywood,"(34.0887225, -118.3124455)"
438,1168.0,191810,Hollywood,"(34.088927, -118.327716)"
439,1075.0,191820,Hollywood,"(34.0852895, -118.3276995)"
440,1442.0,191901,Hollywood,"(34.0907325, -118.3386055)"
441,1588.0,191902,Hollywood,"(34.0836865, -118.338593)"
442,1405.0,192001,Fairfax,"(34.084605, -118.3484225)"
443,1828.0,192002,Fairfax,"(34.083696, -118.355049)"
444,1486.0,192300,Hancock Park,"(34.079664, -118.3286955)"
445,1340.0,192410,Larchmont,"(34.079853, -118.3180955)"
446,1155.0,192420,Larchmont,"(34.07987, -118.311338)"
447,1225.0,192510,East Hollywood,"(34.07989, -118.3068095)"
448,998.0,192520,East Hollywood,"(34.079912, -118.302506)"
449,1073.0,192610,East Hollywood,"(34.0818485, -118.296073)"
450,1037.0,192620,East Hollywood,"(34.0776705, -118.296054)"
451,1197.0,192700,East Hollywood,"(34.0799595, -118.2880545)"
452,1697.0,194101,Hollywood Hills West,"(34.113159, -118.352492)"
453,1839.0,194102,Hollywood Hills West,"(34.116151, -118.365906)"
454,2633.0,194200,Hollywood Hills West,"(34.1037495, -118.3746145)"
455,2060.0,194300,Hollywood Hills West,"(34.102775, -118.3877725)"
456,1580.0,194401,Beverly Grove,"(34.08455, -118.3641455)"
457,1958.0,194402,Beverly Grove,"(34.0851935, -118.3719725)"
458,1461.0,194500,Beverly Grove,"(34.079028, -118.370116)"
459,1900.0,195100,Silver Lake,"(34.1005075, -118.268184)"
460,1467.0,195201,Los Feliz,"(34.1079075, -118.2783115)"
461,1835.0,195202,Los Feliz,"(34.102058, -118.279132)"
462,1445.0,195300,Los Feliz,"(34.098795, -118.285197)"
463,1306.0,195400,Silver Lake,"(34.089784, -118.274927)"
464,1267.0,195500,Silver Lake,"(34.089488, -118.2664995)"
465,1215.0,195600,Echo Park,"(34.0810905, -118.266765)"
466,1100.0,195710,Echo Park,"(34.0748915, -118.2684815)"
467,1017.0,195720,Echo Park,"(34.0738655, -118.2637)"
468,1101.0,195802,Westlake,"(34.0756415, -118.2780525)"
469,1226.0,195803,Silver Lake,"(34.0824335, -118.277218)"
470,1256.0,195804,Silver Lake,"(34.0790005, -118.2729125)"
471,1216.0,195901,Silver Lake,"(34.0880975, -118.2816585)"
472,1348.0,195902,Silver Lake,"(34.08661, -118.279689)"
473,1166.0,195903,Silver Lake,"(34.080591, -118.2818)"
474,1150.0,197200,Elysian Valley,"(34.0898635, -118.2358515)"
475,1238.0,197300,Echo Park,"(34.0815145, -118.2517655)"
476,1672.0,197410,Echo Park,"(34.094369, -118.2512135)"
477,1111.0,197420,Echo Park,"(34.082834, -118.2561185)"
478,1386.0,197500,Echo Park,"(34.0729805, -118.256785)"
479,1255.0,197600,Echo Park,"(34.0683535, -118.251864)"
480,1119.0,197700,Chinatown,"(34.068935, -118.2444855)"
481,1034.0,199000,Lincoln Heights,"(34.081284, -118.21934)"
482,1171.0,199110,Montecito Heights,"(34.0797765, -118.197148)"
483,1004.0,199120,Lincoln Heights,"(34.0713815, -118.200508)"
484,969.0,199201,Lincoln Heights,"(34.076463, -118.211518)"
485,1117.0,199202,Montecito Heights,"(34.0810735, -118.2029945)"
486,1127.0,199300,Montecito Heights,"(34.0915875, -118.2007585)"
487,1022.0,199400,Montecito Heights,"(34.0875695, -118.209014)"
488,1195.0,199700,Lincoln Heights,"(34.0679435, -118.221008)"
489,963.0,199800,Lincoln Heights,"(34.070658, -118.2103495)"
490,910.0,199900,Lincoln Heights,"(34.0639545, -118.2104575)"
491,1105.0,201110,El Sereno,"(34.095485, -118.1746015)"
492,1094.0,201120,El Sereno,"(34.094111, -118.1626205)"
493,1035.0,201200,El Sereno,"(34.0890575, -118.177957)"
494,966.0,201301,Montecito Heights,"(34.088628, -118.187094)"
495,1652.0,201302,Montecito Heights,"(34.098103, -118.1841585)"
496,1108.0,201401,El Sereno,"(34.0809785, -118.18591)"
497,935.0,201402,El Sereno,"(34.0686905, -118.188445)"
498,1056.0,201501,El Sereno,"(34.0872435, -118.1663745)"
499,1137.0,201503,El Sereno,"(34.0853625, -118.1734105)"
500,1201.0,201504,El Sereno,"(34.0810995, -118.1730255)"
501,970.0,201601,El Sereno,"(34.071752, -118.17646)"
502,1212.0,201602,El Sereno,"(34.075975, -118.168817)"
503,1161.0,201700,El Sereno,"(34.068283, -118.1738345)"
504,799.0,203100,Boyle Heights,"(34.059408, -118.197818)"
505,1048.0,203200,Boyle Heights,"(34.0517485, -118.1981725)"
506,1043.0,203300,Boyle Heights,"(34.059558, -118.205929)"
507,1011.0,203500,Boyle Heights,"(34.0549495, -118.2212065)"
508,1031.0,203600,Boyle Heights,"(34.0509745, -118.2085545)"
509,1043.0,203710,Boyle Heights,"(34.04985, -118.2009955)"
510,920.0,203720,Boyle Heights,"(34.046939, -118.203105)"
511,1107.0,203800,Boyle Heights,"(34.045049, -118.196441)"
512,1087.0,203900,Boyle Heights,"(34.0342105, -118.195139)"
513,1040.0,204110,Boyle Heights,"(34.038791, -118.198734)"
514,1071.0,204120,Boyle Heights,"(34.033887, -118.2011895)"
515,930.0,204200,Boyle Heights,"(34.043615, -118.205084)"
516,957.0,204300,Boyle Heights,"(34.038738, -118.208061)"
517,924.0,204410,Boyle Heights,"(34.046181, -118.214985)"
518,831.0,204420,Boyle Heights,"(34.0445335, -118.211622)"
519,981.0,204600,Boyle Heights,"(34.036247, -118.2161145)"
520,926.0,204700,Boyle Heights,"(34.030962, -118.212412)"
521,1013.0,204810,Boyle Heights,"(34.028574, -118.2027025)"
522,1056.0,204820,Boyle Heights,"(34.023785, -118.2058885)"
523,963.0,204910,Boyle Heights,"(34.0250545, -118.1964135)"
524,1071.0,204920,Boyle Heights,"(34.0181175, -118.197122)"
525,1165.0,205110,Boyle Heights,"(34.0244945, -118.214114)"
526,969.0,205120,Boyle Heights,"(34.0191645, -118.2113105)"
527,653.0,206010,Elysian Park,"(34.0702965, -118.2318745)"
528,2178.0,206020,Chinatown,"(34.057696, -118.232064)"
529,2218.0,206031,Downtown,"(34.0344105, -118.23121)"
530,834.0,206032,Boyle Heights,"(34.0473465, -118.2237095)"
531,804.0,206050,Boyle Heights,"(34.0290235, -118.2229675)"
532,492.0,206200,Downtown,"(34.04707, -118.2428045)"
533,299.0,206300,Downtown,"(34.0405235, -118.244262)"
534,1560.0,207101,Downtown,"(34.0610075, -118.2449835)"
535,710.0,207102,Chinatown,"(34.058835, -118.239167)"
536,941.0,207103,Chinatown,"(34.0642795, -118.2398345)"
537,1324.0,207301,Downtown,"(34.0469135, -118.251366)"
538,1699.0,207302,Downtown,"(34.0474815, -118.2478185)"
539,1313.0,207400,Downtown,"(34.056393, -118.24561)"
540,1752.0,207501,Downtown,"(34.0565345, -118.2528675)"
541,406.0,207502,Downtown,"(34.0524315, -118.253282)"
542,2023.0,207710,Downtown,"(34.0467345, -118.2622625)"
543,2178.0,207900,Downtown,"(34.0403745, -118.260362)"
544,1165.0,208000,Echo Park,"(34.062852, -118.2552085)"
545,1061.0,208301,Westlake,"(34.061991, -118.265842)"
546,862.0,208302,Westlake,"(34.0634965, -118.26261)"
547,854.0,208401,Westlake,"(34.063775, -118.269137)"
548,1066.0,208402,Westlake,"(34.0682985, -118.265581)"
549,1141.0,208501,Westlake,"(34.0694385, -118.271932)"
550,901.0,208502,Westlake,"(34.0660235, -118.2741745)"
551,1134.0,208610,Westlake,"(34.071928, -118.280946)"
552,1116.0,208620,Westlake,"(34.069656, -118.2780295)"
553,1183.0,208710,Westlake,"(34.065666, -118.282003)"
554,816.0,208720,Westlake,"(34.062837, -118.2811225)"
555,938.0,208801,Westlake,"(34.0602215, -118.276593)"
556,897.0,208802,Westlake,"(34.061881, -118.2785535)"
557,929.0,208902,Westlake,"(34.0564435, -118.2723635)"
558,813.0,208903,Westlake,"(34.0594445, -118.273509)"
559,736.0,208904,Westlake,"(34.059592, -118.270177)"
560,796.0,209102,Westlake,"(34.05566, -118.2674565)"
561,818.0,209103,Westlake,"(34.0570845, -118.2639395)"
562,770.0,209104,Westlake,"(34.058994, -118.2663115)"
563,1597.0,209200,Westlake,"(34.054276, -118.26086)"
564,937.0,209300,Westlake,"(34.0508765, -118.2678705)"
565,774.0,209401,Westlake,"(34.0568345, -118.2810775)"
566,808.0,209402,Westlake,"(34.0546635, -118.2772135)"
567,697.0,209403,Westlake,"(34.0531325, -118.273845)"
568,887.0,209510,Westlake,"(34.0530605, -118.281509)"
569,868.0,209520,Pico-Union,"(34.050539, -118.2769545)"
570,842.0,209810,Pico-Union,"(34.049228, -118.2819155)"
571,847.0,209820,Pico-Union,"(34.047197, -118.278215)"
572,810.0,210010,Pico-Union,"(34.0467975, -118.2717075)"
573,1916.0,211000,Hancock Park,"(34.0683115, -118.3326325)"
574,1221.0,211120,Westlake,"(34.0652025, -118.286978)"
575,1295.0,211121,Westlake,"(34.0726225, -118.2849265)"
576,1160.0,211122,Koreatown,"(34.0726525, -118.289233)"
577,1007.0,211201,Koreatown,"(34.074518, -118.298475)"
578,980.0,211202,Koreatown,"(34.074526, -118.2941155)"
579,1076.0,211310,Koreatown,"(34.0708895, -118.298462)"
580,884.0,211320,Koreatown,"(34.0708825, -118.294158)"
581,1093.0,211410,Koreatown,"(34.0726125, -118.307315)"
582,1010.0,211420,Koreatown,"(34.072636, -118.302937)"
583,1169.0,211500,Windsor Square,"(34.0725965, -118.316)"
584,1643.0,211701,Windsor Square,"(34.0653255, -118.3184645)"
585,1151.0,211703,Koreatown,"(34.067143, -118.311589)"
586,1067.0,211704,Koreatown,"(34.0635115, -118.3116385)"
587,1124.0,211802,Koreatown,"(34.0635375, -118.304729)"
588,1216.0,211803,Koreatown,"(34.0671885, -118.3022325)"
589,1183.0,211804,Koreatown,"(34.0671615, -118.3066105)"
590,1121.0,211910,Koreatown,"(34.067207, -118.2985)"
591,1041.0,211921,Koreatown,"(34.067232, -118.292902)"
592,1118.0,211922,Koreatown,"(34.067223, -118.295398)"
593,1355.0,212101,Koreatown,"(34.0635935, -118.29414)"
594,945.0,212102,Koreatown,"(34.0635735, -118.298496)"
595,834.0,212202,Westlake,"(34.056368, -118.2879195)"
596,804.0,212203,Koreatown,"(34.0597625, -118.290359)"
597,792.0,212204,Westlake,"(34.0597755, -118.2861875)"
598,823.0,212303,Koreatown,"(34.059763, -118.2935145)"
599,857.0,212304,Koreatown,"(34.0597395, -118.2982)"
600,1144.0,212306,Koreatown,"(34.0561295, -118.2940735)"
601,1247.0,212410,Koreatown,"(34.05971, -118.301987)"
602,1063.0,212420,Koreatown,"(34.056087, -118.301978)"
603,1057.0,212501,Koreatown,"(34.0560675, -118.305364)"
604,1156.0,212502,Koreatown,"(34.0580795, -118.306623)"
605,1118.0,212610,Koreatown,"(34.0598685, -118.314272)"
606,1089.0,212620,Koreatown,"(34.0562585, -118.313612)"
607,1152.0,212701,Koreatown,"(34.0546775, -118.3194445)"
608,1691.0,212702,Mid-Wilshire,"(34.0575235, -118.3258035)"
609,1130.0,212800,Mid-Wilshire,"(34.0523625, -118.330411)"
610,1088.0,212900,Arlington Heights,"(34.0501175, -118.321485)"
611,1142.0,213100,Arlington Heights,"(34.0508045, -118.3133105)"
612,1053.0,213201,Harvard Heights,"(34.052656, -118.3044735)"
613,1022.0,213202,Harvard Heights,"(34.0490315, -118.3045065)"
614,1163.0,213310,Pico-Union,"(34.0508675, -118.29803)"
615,873.0,213320,Pico-Union,"(34.0508855, -118.2937275)"
616,1061.0,213401,Westlake,"(34.053716, -118.287906)"
617,999.0,213402,Pico-Union,"(34.0498995, -118.28787)"
618,1915.0,214000,Fairfax,"(34.0745805, -118.3486205)"
619,2410.0,214100,Hancock Park,"(34.074602, -118.339096)"
620,1755.0,214400,Fairfax,"(34.078166, -118.3573315)"
621,2435.0,214501,Mid-Wilshire,"(34.070503, -118.357312)"
622,2138.0,214502,Mid-Wilshire,"(34.0677735, -118.35135)"
623,1964.0,214503,Mid-Wilshire,"(34.0673015, -118.3536195)"
624,1834.0,214600,Beverly Grove,"(34.0725795, -118.365913)"
625,1821.0,214700,Beverly Grove,"(34.0665205, -118.366383)"
626,1897.0,214800,Beverly Grove,"(34.070088, -118.3732965)"
627,1830.0,214901,Beverly Grove,"(34.0742895, -118.387219)"
628,2058.0,214902,Beverly Grove,"(34.073012, -118.379762)"
629,1649.0,215101,Mid-Wilshire,"(34.063565, -118.3542505)"
630,1596.0,215102,Mid-Wilshire,"(34.0648495, -118.3456205)"
631,1583.0,216100,Mid-Wilshire,"(34.0568595, -118.3378575)"
632,1771.0,216200,Mid-Wilshire,"(34.05688, -118.3480075)"
633,1682.0,216300,Carthay,"(34.059083, -118.363807)"
634,1606.0,216401,Pico-Robertson,"(34.0563915, -118.3799175)"
635,1765.0,216402,Pico-Robertson,"(34.06116, -118.3804405)"
636,1618.0,216700,Mid-City,"(34.048208, -118.371729)"
637,1878.0,216800,Carthay,"(34.055507, -118.369996)"
638,1412.0,216900,Mid-City,"(34.0504795, -118.36321)"
639,1811.0,217001,Pico-Robertson,"(34.0519395, -118.3873275)"
640,1527.0,217002,Pico-Robertson,"(34.049649, -118.381096)"
641,1281.0,217100,Mid-Wilshire,"(34.049342, -118.354404)"
642,1308.0,217200,Mid-Wilshire,"(34.049375, -118.3418365)"
643,1134.0,218110,Arlington Heights,"(34.044154, -118.3286425)"
644,1026.0,218120,Arlington Heights,"(34.0436875, -118.320626)"
645,1088.0,218210,Mid-City,"(34.043303, -118.3422655)"
646,1125.0,218220,Mid-City,"(34.043498, -118.334779)"
647,1175.0,218300,Mid-City,"(34.041276, -118.3549225)"
648,1196.0,218400,Mid-City,"(34.037613, -118.3607045)"
649,1142.0,218500,Mid-City,"(34.0375635, -118.3505565)"
650,1195.0,218600,Mid-City,"(34.037184, -118.3427065)"
651,983.0,218701,Mid-City,"(34.0372715, -118.333362)"
652,897.0,218702,West Adams,"(34.0327605, -118.335031)"
653,1053.0,218800,Arlington Heights,"(34.037556, -118.323034)"
654,1073.0,218900,Jefferson Park,"(34.0331165, -118.3238185)"
655,1282.0,219010,Jefferson Park,"(34.027596, -118.322938)"
656,971.0,219020,Jefferson Park,"(34.021941, -118.3229865)"
657,1045.0,219300,Jefferson Park,"(34.026962, -118.3316675)"
658,1081.0,219500,Baldwin Hills/Crenshaw,"(34.0211635, -118.3405655)"
659,974.0,219700,West Adams,"(34.028076, -118.347852)"
660,1012.0,219800,West Adams,"(34.0298385, -118.354579)"
661,1044.0,219901,West Adams,"(34.0297025, -118.3604535)"
662,1303.0,219902,West Adams,"(34.0305455, -118.36963)"
663,1140.0,220000,West Adams,"(34.0276275, -118.3405665)"
664,1037.0,220100,Baldwin Hills/Crenshaw,"(34.0241755, -118.3664325)"
665,925.0,221110,Pico-Union,"(34.0455315, -118.2878625)"
666,1044.0,221120,Pico-Union,"(34.042054, -118.2878455)"
667,1059.0,221210,Harvard Heights,"(34.04359, -118.3026265)"
668,987.0,221220,Pico-Union,"(34.0436145, -118.2961455)"
669,1090.0,221302,Harvard Heights,"(34.0417465, -118.3114895)"
670,920.0,221303,Harvard Heights,"(34.0453825, -118.308407)"
671,1097.0,221304,Arlington Heights,"(34.045369, -118.314651)"
672,774.0,221401,Jefferson Park,"(34.0339245, -118.3133125)"
673,1027.0,221402,Harvard Heights,"(34.038279, -118.308985)"
674,885.0,221500,Adams-Normandie,"(34.034856, -118.3046185)"
675,928.0,221601,Adams-Normandie,"(34.034833, -118.2959055)"
676,1028.0,221602,Pico-Union,"(34.038415, -118.292179)"
677,1045.0,221710,University Park,"(34.034366, -118.287757)"
678,1050.0,221810,Adams-Normandie,"(34.0305765, -118.292359)"
679,1424.0,221820,University Park,"(34.0305755, -118.286386)"
680,1058.0,221900,University Park,"(34.0260705, -118.289757)"
681,1244.0,222001,Jefferson Park,"(34.0282015, -118.3132745)"
682,1203.0,222002,Exposition Park,"(34.0218995, -118.3135615)"
683,1093.0,222100,Adams-Normandie,"(34.027317, -118.3024105)"
684,965.0,222200,Adams-Normandie,"(34.0309165, -118.302424)"
685,1178.0,222500,Exposition Park,"(34.021865, -118.3045305)"
686,1115.0,222600,Exposition Park,"(34.0218365, -118.2958795)"
687,2432.0,222700,University Park,"(34.020537, -118.2847645)"
688,704.0,224010,Downtown,"(34.036945, -118.2655625)"
689,772.0,224020,Historic South-Central,"(34.030734, -118.267245)"
690,847.0,224200,Pico-Union,"(34.041032, -118.277298)"
691,849.0,224310,Pico-Union,"(34.043569, -118.2820315)"
692,777.0,224320,Pico-Union,"(34.041517, -118.2804885)"
693,1009.0,224410,University Park,"(34.0343195, -118.2789565)"
694,785.0,224420,University Park,"(34.0318675, -118.2778715)"
695,828.0,224600,Historic South-Central,"(34.0223275, -118.2717135)"
696,1526.0,224700,University Park,"(34.0263755, -118.279223)"
697,1088.0,226001,Historic South-Central,"(34.0245655, -118.251001)"
698,632.0,226002,Downtown,"(34.033429, -118.249304)"
699,957.0,226410,Historic South-Central,"(34.0242035, -118.2622875)"
700,925.0,226420,Historic South-Central,"(34.021775, -118.2569205)"
701,1056.0,226700,Historic South-Central,"(34.017615, -118.2623795)"
702,1099.0,227010,Central-Alameda,"(34.018875, -118.247064)"
703,918.0,227020,Central-Alameda,"(34.0161415, -118.2516245)"
704,1144.0,228100,Central-Alameda,"(34.010118, -118.244922)"
705,1022.0,228210,Central-Alameda,"(34.010168, -118.2525945)"
706,990.0,228220,Central-Alameda,"(34.0065835, -118.2519225)"
707,1014.0,228310,Historic South-Central,"(34.011872, -118.262852)"
708,1008.0,228320,Historic South-Central,"(34.007893, -118.263681)"
709,1130.0,228410,Historic South-Central,"(34.014163, -118.2690345)"
710,936.0,228420,Historic South-Central,"(34.00749, -118.270975)"
711,1030.0,228500,South Park,"(34.003629, -118.2695985)"
712,981.0,228600,South Park,"(34.003674, -118.260853)"
713,1014.0,228710,Central-Alameda,"(33.9993805, -118.2542925)"
714,1087.0,228720,Central-Alameda,"(33.9993695, -118.2499415)"
715,825.0,228800,Central-Alameda,"(33.999104, -118.2430855)"
716,513.0,228900,Central-Alameda,"(33.992114, -118.242838)"
717,1167.0,229100,Central-Alameda,"(33.992164, -118.2520985)"
718,816.0,229200,South Park,"(33.99828, -118.260835)"
719,1121.0,229300,South Park,"(33.998151, -118.269586)"
720,970.0,229410,South Park,"(33.9922445, -118.2695665)"
721,1089.0,229420,South Park,"(33.9925325, -118.2608205)"
722,940.0,231100,Historic South-Central,"(34.016069, -118.2760825)"
723,971.0,231210,Exposition Park,"(34.014521, -118.2980095)"
724,975.0,231220,Exposition Park,"(34.014515, -118.28932)"
725,1020.0,231300,Exposition Park,"(34.0145435, -118.304539)"
726,1001.0,231400,Exposition Park,"(34.014552, -118.312994)"
727,1138.0,231500,Vermont Square,"(34.0072765, -118.310826)"
728,1006.0,231600,Vermont Square,"(34.00727, -118.2980435)"
729,977.0,231710,Vermont Square,"(34.007373, -118.2893345)"
730,1037.0,231720,Vermont Square,"(34.007429, -118.2840635)"
731,1052.0,231800,Historic South-Central,"(34.0074525, -118.27748)"
732,945.0,231900,South Park,"(33.9996995, -118.277466)"
733,994.0,232110,Vermont Square,"(33.9994895, -118.2893225)"
734,981.0,232120,Vermont Square,"(33.9997375, -118.28378)"
735,1028.0,232200,Vermont Square,"(34.0016535, -118.2980375)"
736,1244.0,232300,Vermont Square,"(33.9975775, -118.29803)"
737,1069.0,232400,Vermont Square,"(33.999376, -118.310834)"
738,1184.0,232500,Chesterfield Square,"(33.992088, -118.3107815)"
739,974.0,232600,Vermont-Slauson,"(33.9920885, -118.298021)"
740,1076.0,232700,Vermont-Slauson,"(33.992427, -118.285947)"
741,1072.0,232800,South Park,"(33.9924525, -118.2771805)"
742,990.0,234000,Leimert Park,"(34.011672, -118.322292)"
743,1198.0,234200,Leimert Park,"(34.016776, -118.331087)"
744,1117.0,234300,Leimert Park,"(34.007159, -118.3293635)"
745,1050.0,234501,Hyde Park,"(33.997504, -118.3246435)"
746,1017.0,234502,Hyde Park,"(34.001849, -118.32479)"
747,993.0,234600,Hyde Park,"(33.9926585, -118.327201)"
748,989.0,234700,Hyde Park,"(33.987231, -118.327693)"
749,1123.0,234800,Hyde Park,"(33.9818325, -118.3220865)"
750,897.0,234901,Hyde Park,"(33.981784, -118.328655)"
751,966.0,234902,Hyde Park,"(33.981753, -118.3346945)"
752,1166.0,235100,Hyde Park,"(33.9855355, -118.348147)"
753,1143.0,235201,Hyde Park,"(33.9744985, -118.322127)"
754,1010.0,235202,Hyde Park,"(33.972711, -118.3308415)"
755,1688.0,236000,Ladera Heights,"(34.009386, -118.367527)"
756,982.0,236100,Baldwin Hills/Crenshaw,"(34.0120535, -118.3418225)"
757,1038.0,236202,Baldwin Hills/Crenshaw,"(34.0167105, -118.352691)"
758,1068.0,236203,Baldwin Hills/Crenshaw,"(34.0176365, -118.347316)"
759,989.0,236204,Baldwin Hills/Crenshaw,"(34.014877, -118.349074)"
760,1233.0,236400,Baldwin Hills/Crenshaw,"(34.0049835, -118.349179)"
761,974.0,237101,Vermont-Slauson,"(33.9855155, -118.291439)"
762,999.0,237102,Vermont-Slauson,"(33.9856665, -118.283741)"
763,898.0,237201,Vermont-Slauson,"(33.985727, -118.299118)"
764,1192.0,237202,Chesterfield Square,"(33.985482, -118.310035)"
765,1141.0,237300,Chesterfield Square,"(33.978464, -118.3111655)"
766,1063.0,237401,Vermont-Slauson,"(33.9784655, -118.2947775)"
767,923.0,237402,Harvard Park,"(33.978462, -118.3013325)"
768,933.0,237500,Vermont-Slauson,"(33.978414, -118.289297)"
769,950.0,237600,Vermont-Slauson,"(33.978508, -118.283801)"
770,1081.0,237710,Vermont Knolls,"(33.972693, -118.28613)"
771,1096.0,237720,Vermont Knolls,"(33.9692975, -118.286182)"
772,989.0,237800,Vermont Knolls,"(33.9709525, -118.298091)"
773,1153.0,237900,Manchester Square,"(33.970932, -118.311186)"
774,1146.0,238000,Gramercy Park,"(33.945472, -118.3089905)"
775,1154.0,238100,Manchester Square,"(33.963625, -118.3111985)"
776,983.0,238200,Vermont Knolls,"(33.963641, -118.2981045)"
777,987.0,238310,Vermont Knolls,"(33.9660195, -118.2861825)"
778,900.0,238320,Vermont Knolls,"(33.962152, -118.2861365)"
779,1210.0,238400,Gramercy Park,"(33.956361, -118.309005)"
780,1019.0,239201,Florence,"(33.9857845, -118.277227)"
781,1140.0,239202,Florence,"(33.985588, -118.265182)"
782,1019.0,239310,Florence,"(33.9785445, -118.27732)"
783,1101.0,239320,Florence,"(33.978568, -118.2717375)"
784,1078.0,239330,Florence,"(33.9785785, -118.262973)"
785,1013.0,239501,Florence,"(33.9729715, -118.2629705)"
786,1034.0,239502,Florence,"(33.9693555, -118.262964)"
787,1024.0,239601,Florence,"(33.972754, -118.2751255)"
788,1157.0,239602,Florence,"(33.9695945, -118.2751195)"
789,989.0,239701,Florence,"(33.9660325, -118.2751155)"
790,1109.0,239702,Florence,"(33.96229, -118.275105)"
791,1093.0,239801,Florence,"(33.96606, -118.2629565)"
792,1118.0,239802,Florence,"(33.962406, -118.2629525)"
793,980.0,240010,Green Meadows,"(33.9583205, -118.263794)"
794,1315.0,240020,Green Meadows,"(33.954224, -118.263804)"
795,1138.0,240200,Broadway-Manchester,"(33.9559485, -118.2761875)"
796,881.0,240300,Vermont Vista,"(33.9564355, -118.2859575)"
797,973.0,240401,Vermont Vista,"(33.949905, -118.2854905)"
798,993.0,240402,Vermont Vista,"(33.9445585, -118.285496)"
799,1195.0,240500,Broadway-Manchester,"(33.9469185, -118.275892)"
800,1202.0,240600,Green Meadows,"(33.946958, -118.2683925)"
801,1022.0,240700,Green Meadows,"(33.947574, -118.2593445)"
802,990.0,240800,Green Meadows,"(33.9385955, -118.261821)"
803,1045.0,240900,Green Meadows,"(33.9348825, -118.261859)"
804,1108.0,241001,Green Meadows,"(33.929254, -118.2671865)"
805,1174.0,241002,Green Meadows,"(33.925538, -118.2615615)"
806,1176.0,241110,Broadway-Manchester,"(33.936481, -118.271695)"
807,1056.0,241120,Broadway-Manchester,"(33.9364705, -118.276946)"
808,1262.0,241201,Vermont Vista,"(33.9402795, -118.2857015)"
809,1080.0,241202,Vermont Vista,"(33.9333785, -118.2856645)"
810,941.0,241300,Vermont Vista,"(33.926092, -118.2860545)"
811,1077.0,241400,Broadway-Manchester,"(33.925504, -118.275396)"
812,1110.0,242000,Watts,"(33.9392665, -118.250222)"
813,524.0,242100,Florence-Firestone,"(33.945696, -118.2321075)"
814,936.0,242200,Watts,"(33.948204, -118.238625)"
815,1025.0,242300,Watts,"(33.948744, -118.246174)"
816,513.0,242600,Watts,"(33.932497, -118.2502625)"
817,1167.0,242700,Watts,"(33.9363625, -118.242647)"
818,1524.0,243000,Watts,"(33.938704, -118.2338885)"
819,762.0,243100,Watts,"(33.933448, -118.234588)"
820,2727.0,261101,Beverly Hills,"(34.110602, -118.395214)"
821,1982.0,261200,Beverly Crest,"(34.108261, -118.4432895)"
822,2794.0,262100,Beverly Crest,"(34.1022655, -118.445475)"
823,2029.0,262200,Bel-Air,"(34.1015635, -118.468744)"
824,3063.0,262301,Brentwood,"(34.10129, -118.494583)"
825,1988.0,262302,Brentwood,"(34.0753195, -118.477468)"
826,2644.0,262303,Brentwood,"(34.0673175, -118.486919)"
827,3050.0,262400,Brentwood,"(34.0876735, -118.5072195)"
828,3413.0,262501,Pacific Palisades,"(34.049658, -118.5202905)"
829,3500.0,262601,Pacific Palisades,"(34.073806, -118.5567815)"
830,3215.0,262604,Pacific Palisades,"(34.05192037, -118.5490685)"
831,1887.0,262704,Pacific Palisades,"(34.0424942, -118.5425851)"
832,2085.0,262706,Pacific Palisades,"(34.03867557, -118.5269907)"
833,2021.0,262802,Pacific Palisades,"(34.0430379, -118.5061199)"
834,2236.0,264000,Brentwood,"(34.0560275, -118.4819375)"
835,2142.0,264102,Brentwood,"(34.059953, -118.4686465)"
836,1895.0,264103,Brentwood,"(34.0553735, -118.466128)"
837,1873.0,264301,Brentwood,"(34.0503875, -118.464617)"
838,2115.0,264302,Brentwood,"(34.046932, -118.477869)"
839,2332.0,265100,Westwood,"(34.073502, -118.42787)"
840,1544.0,265201,Westwood,"(34.067255, -118.4366455)"
841,2252.0,265202,Westwood,"(34.0617355, -118.4410225)"
842,1862.0,265303,Westwood,"(34.067264, -118.4533525)"
843,1512.0,265304,Westwood,"(34.0674805, -118.451101)"
844,1648.0,265305,Westwood,"(34.0631275, -118.4493085)"
845,1954.0,265410,Brentwood,"(34.06678, -118.4636105)"
846,2601.0,265420,Westwood,"(34.070607, -118.4605875)"
847,1930.0,265510,Westwood,"(34.056185, -118.443321)"
848,2281.0,265520,Westwood,"(34.0513145, -118.4415325)"
849,2062.0,265601,Westwood,"(34.0558665, -118.433093)"
850,2350.0,265602,Westwood,"(34.060621, -118.434347)"
851,2128.0,265700,Westwood,"(34.0618485, -118.423284)"
852,1744.0,267100,West Los Angeles,"(34.052737, -118.4245685)"
