TRACT,ZIP,LA_TRACT
06037502005,90605,502005
06037502005,90602,502005
06037502100,90601,502100
06037502100,90606,502100
06037502100,90602,502100
06037502200,90606,502200
06037502301,90606,502301
06037502302,90670,502302
06037502302,90606,502302
06037502401,90660,502401
06037502402,90660,502402
06037502500,90660,502500
06037502500,90640,502500
06037502601,90660,502601
06037502602,90662,502602
06037502602,90660,502602
06037502700,90670,502700
06037502700,90606,502700
06037502801,90670,502801
06037502802,90670,502802
06037502901,90605,502901
06037502902,90602,502902
06037502902,90605,502902
06037502902,90670,502902
06037503000,90605,503000
06037503000,90670,503000
06037503103,90604,503103
06037503103,90605,503103
06037503104,90605,503104
06037503104,90604,503104
06037503105,90604,503105
06037503105,90605,503105
06037503105,90638,503105
06037503106,90604,503106
06037503106,90638,503106
06037503201,90604,503201
06037503202,90604,503202
06037503202,90605,503202
06037503301,90603,503301
06037503301,90605,503301
06037503302,90603,503302
06037503302,90604,503302
06037503302,90605,503302
06037503401,90603,503401
06037503402,90609,503402
06037503402,90603,503402
06037503501,90603,503501
06037503501,90604,503501
06037503502,90604,503502
06037503601,90638,503601
06037503602,90638,503602
06037503701,90604,503701
06037503702,90604,503702
06037503702,90638,503702
06037503703,90638,503703
06037503801,90638,503801
06037503802,90637,503802
06037503802,90638,503802
06037503901,90638,503901
06037503902,90638,503902
06037504001,90638,504001
06037504001,90639,504001
06037504002,90638,504002
06037504101,90638,504101
06037504101,90670,504101
06037504102,90650,504102
06037504102,90670,504102
06037504102,90605,504102
06037504102,90703,504102
06037530003,91770,530003
06037530003,90640,530003
06037530004,90640,530004
06037530005,90640,530005
06037530006,90640,530006
06037530101,90640,530101
06037530101,90660,530101
06037530102,90640,530102
06037530202,90640,530202
06037530202,90022,530202
06037530203,90640,530203
06037530204,90640,530204
06037530301,90022,530301
06037530302,90022,530302
06037530400,90022,530400
06037530400,91754,530400
06037530500,90022,530500
06037530601,90063,530601
06037530602,90022,530602
06037530602,90063,530602
06037530700,90032,530700
06037530700,90063,530700
06037530801,90063,530801
06037530802,90063,530802
06037530901,90063,530901
06037530902,90063,530902
06037531000,90063,531000
06037531000,90022,531000
06037531101,90063,531101
06037531102,90063,531102
06037531201,90063,531201
06037531201,90023,531201
06037531202,90023,531202
06037531301,90023,531301
06037531301,90022,531301
06037531302,90040,531302
06037531302,90023,531302
06037531502,90022,531502
06037531503,90022,531503
06037531503,90023,531503
06037531503,90063,531503
06037531504,90022,531504
06037531602,90022,531602
06037531603,90022,531603
06037531604,90022,531604
06037531701,90022,531701
06037531702,90022,531702
06037531800,90022,531800
06037531800,90640,531800
06037531901,90022,531901
06037531902,90640,531902
06037531902,90022,531902
06037532001,90022,532001
06037532001,90640,532001
06037532001,90040,532001
06037532002,90640,532002
06037532101,90640,532101
06037532102,90640,532102
06037532200,90640,532200
06037532200,90040,532200
06037532302,90040,532302
06037532302,90023,532302
06037532302,90022,532302
06037532303,90022,532303
06037532303,90640,532303
06037532303,90040,532303
06037532303,90091,532303
06037532304,90058,532304
06037532304,90270,532304
06037532304,90201,532304
06037532304,90040,532304
06037532400,90058,532400
06037532500,90255,532500
06037532500,90058,532500
06037532603,90255,532603
06037532603,90058,532603
06037532604,90255,532604
06037532605,90255,532605
06037532606,90255,532606
06037532700,90001,532700
06037532700,90058,532700
06037532700,90011,532700
06037532800,90011,532800
06037532800,90001,532800
06037532900,90001,532900
06037533001,90001,533001
06037533002,90001,533002
06037533103,90255,533103
06037533104,90255,533104
06037533105,90255,533105
06037533106,90255,533106
06037533107,90255,533107
06037533201,90255,533201
06037533202,90255,533202
06037533203,90201,533203
06037533203,90255,533203
06037533300,90270,533300
06037533401,90270,533401
06037533402,90270,533402
06037533403,90270,533403
06037533501,90255,533501
06037533501,90270,533501
06037533502,90255,533502
06037533503,90255,533503
06037533601,90201,533601
06037533601,90202,533601
06037533601,90270,533601
06037533602,90201,533602
06037533603,90201,533603
06037533701,90270,533701
06037533702,90270,533702
06037533703,90040,533703
06037533703,90270,533703
06037533803,90201,533803
06037533804,90201,533804
06037533805,90201,533805
06037533806,90201,533806
06037533901,90201,533901
06037533901,90040,533901
06037533902,90201,533902
06037533902,90040,533902
06037534001,90040,534001
06037534001,90201,534001
06037534002,90040,534002
06037534002,90201,534002
06037534002,90240,534002
06037534101,90201,534101
06037534102,90201,534102
06037534201,90201,534201
06037534202,90201,534202
06037534203,90201,534203
06037534301,90201,534301
06037534301,90255,534301
06037534301,90280,534301
06037534302,90201,534302
06037534403,90255,534403
06037534403,90201,534403
06037534404,90201,534404
06037534405,90201,534405
06037534406,90201,534406
06037534501,90255,534501
06037534501,90280,534501
06037534502,90255,534502
06037534700,90255,534700
06037534802,90255,534802
06037534803,90255,534803
06037534804,90255,534804
06037534900,90255,534900
06037534900,90001,534900
06037535001,90001,535001
06037535002,90001,535002
06037535101,90001,535101
06037535102,90002,535102
06037535102,90001,535102
06037535200,90002,535200
06037535300,90255,535300
06037535300,90001,535300
06037535300,90002,535300
06037535400,90002,535400
06037535501,90255,535501
06037535501,90280,535501
06037535502,90280,535502
06037535503,90280,535503
06037535603,90280,535603
06037535604,90280,535604
06037535605,90262,535605
06037535605,90280,535605
06037535606,90280,535606
06037535607,90280,535607
06037535701,90280,535701
06037535702,90280,535702
06037535802,90280,535802
06037535803,90280,535803
06037535804,90280,535804
06037535901,90280,535901
06037535902,90280,535902
06037536000,90280,536000
06037536102,90280,536102
06037536103,90280,536103
06037536104,90262,536104
06037536104,90280,536104
06037536200,90723,536200
06037536200,90280,536200
06037540000,90262,540000
06037540101,90262,540101
06037540101,90280,540101
06037540102,90262,540102
06037540201,90280,540201
06037540201,90262,540201
06037540202,90262,540202
06037540202,90280,540202
06037540203,90262,540203
06037540300,90059,540300
06037540300,90262,540300
06037540300,90002,540300
06037540300,90280,540300
06037540400,90059,540400
06037540501,90059,540501
06037540501,90262,540501
06037540502,90222,540502
06037540502,90262,540502
06037540600,90222,540600
06037540600,90059,540600
06037540700,90059,540700
06037540700,90222,540700
06037540800,90059,540800
06037540800,90061,540800
06037540800,90222,540800
06037540901,90061,540901
06037540902,90061,540902
06037540902,90248,540902
06037541001,90248,541001
06037541002,90248,541002
06037541002,90746,541002
06037541100,90248,541100
06037541100,90059,541100
06037541100,90220,541100
06037541200,90061,541200
06037541200,90222,541200
06037541200,90059,541200
06037541300,90222,541300
06037541400,90222,541400
06037541500,90222,541500
06037541603,90221,541603
06037541603,90222,541603
06037541604,90221,541604
06037541604,90222,541604
06037541605,90221,541605
06037541606,90221,541606
06037541700,90262,541700
06037541700,90221,541700
06037541801,90262,541801
06037541801,90221,541801
06037541802,90221,541802
06037541802,90262,541802
06037542000,90221,542000
06037542103,90221,542103
06037542104,90221,542104
06037542105,90221,542105
06037542106,90723,542106
06037542106,90221,542106
06037542200,90221,542200
06037542401,90221,542401
06037542401,90224,542401
06037542402,90221,542402
06037542402,90805,542402
06037542501,90220,542501
06037542502,90220,542502
06037542502,90223,542502
06037542601,90222,542601
06037542602,90222,542602
06037542602,90220,542602
06037542700,90222,542700
06037542700,90220,542700
06037542800,90222,542800
06037542800,90220,542800
06037542900,90220,542900
06037543000,90248,543000
06037543000,90220,543000
06037543100,90220,543100
06037543100,90248,543100
06037543100,90746,543100
06037543201,90220,543201
06037543202,90220,543202
06037543304,90746,543304
06037543305,90805,543305
06037543305,90221,543305
06037543305,90746,543305
06037543305,90220,543305
06037543306,90746,543306
06037543306,90810,543306
06037543306,90745,543306
06037543321,90747,543321
06037543321,90220,543321
06037543321,90746,543321
06037543322,90746,543322
06037543400,90746,543400
06037543400,90248,543400
06037543501,90502,543501
06037543501,90745,543501
06037543501,90248,543501
06037543502,90502,543502
06037543503,90502,543503
06037543601,90745,543601
06037543602,90501,543602
06037543602,90502,543602
06037543603,90710,543603
06037543604,90745,543604
06037543701,90745,543701
06037543702,90745,543702
06037543703,90745,543703
06037543801,90745,543801
06037543802,90749,543802
06037543802,90745,543802
06037543903,90745,543903
06037543905,90745,543905
06037544001,90895,544001
06037544001,90810,544001
06037544001,90221,544001
06037544002,90810,544002
06037550000,90650,550000
06037550000,90670,550000
06037550100,90652,550100
06037550100,90650,550100
06037550201,90650,550201
06037550201,90670,550201
06037550202,90650,550202
06037550300,90650,550300
06037550400,90241,550400
06037550500,90240,550500
06037550601,90240,550601
06037550602,90240,550602
06037550700,90201,550700
06037550700,90240,550700
06037550800,90240,550800
06037550800,90241,550800
06037550901,90241,550901
06037550902,90241,550902
06037550902,90240,550902
06037551000,90241,551000
06037551000,90240,551000
06037551101,90241,551101
06037551101,90242,551101
06037551102,90241,551102
06037551102,90239,551102
06037551102,90242,551102
06037551201,90241,551201
06037551201,90242,551201
06037551202,90242,551202
06037551202,90241,551202
06037551300,90241,551300
06037551401,90241,551401
06037551401,90242,551401
06037551402,90241,551402
06037551501,90242,551501
06037551501,90241,551501
06037551501,90280,551501
06037551502,90241,551502
06037551502,90242,551502
06037551600,90242,551600
06037551600,90280,551600
06037551700,90242,551700
06037551800,90242,551800
06037551900,90650,551900
06037552001,90650,552001
06037552002,90650,552002
06037552100,90650,552100
06037552100,90651,552100
06037552200,90650,552200
06037552200,90670,552200
06037552301,90650,552301
06037552302,90650,552302
06037552400,90650,552400
06037552601,90650,552601
06037552602,90650,552602
06037552602,90703,552602
06037552700,90650,552700
06037552800,90650,552800
06037552900,90650,552900
06037553000,90703,553000
06037553000,90650,553000
06037553100,90706,553100
06037553200,90706,553200
06037553300,90706,553300
06037553400,90723,553400
06037553400,90242,553400
06037553502,90723,553502
06037553503,90723,553503
06037553504,90723,553504
06037553504,90242,553504
06037553601,90280,553601
06037553601,90723,553601
06037553602,90723,553602
06037553602,90280,553602
06037553701,90723,553701
06037553702,90723,553702
06037553801,90723,553801
06037553802,90723,553802
06037553901,90723,553901
06037553902,90723,553902
06037554001,90706,554001
06037554002,90706,554002
06037554101,90706,554101
06037554103,90706,554103
06037554104,90706,554104
06037554105,90706,554105
06037554201,90706,554201
06037554203,90707,554203
06037554203,90706,554203
06037554204,90706,554204
06037554301,90706,554301
06037554302,90706,554302
06037554403,90706,554403
06037554404,90706,554404
06037554405,90706,554405
06037554406,90703,554406
06037554406,90706,554406
06037554511,90703,554511
06037554512,90703,554512
06037554513,90703,554513
06037554514,90701,554514
06037554514,90703,554514
06037554515,90703,554515
06037554515,90701,554515
06037554516,90701,554516
06037554516,90703,554516
06037554517,90703,554517
06037554518,90703,554518
06037554519,90623,554519
06037554519,90703,554519
06037554521,90703,554521
06037554522,90703,554522
06037554600,90703,554600
06037554600,90650,554600
06037554700,90650,554700
06037554801,90701,554801
06037554801,90703,554801
06037554802,90701,554802
06037554802,90702,554802
06037554900,90703,554900
06037554900,90701,554900
06037555001,90715,555001
06037555002,90808,555002
06037555002,90715,555002
06037555002,90716,555002
06037555102,90716,555102
06037555102,90715,555102
06037555103,90715,555103
06037555103,90630,555103
06037555104,90715,555104
06037555104,90716,555104
06037555202,90808,555202
06037555211,90716,555211
06037555212,90716,555212
06037570001,90706,570001
06037570001,90713,570001
06037570002,90713,570002
06037570002,90712,570002
06037570003,90712,570003
06037570100,90805,570100
06037570202,90805,570202
06037570203,90805,570203
06037570204,90805,570204
06037570301,90805,570301
06037570303,90805,570303
06037570304,90805,570304
06037570402,90221,570402
06037570402,90805,570402
06037570403,90221,570403
06037570403,90805,570403
06037570404,90805,570404
06037570501,90805,570501
06037570502,90805,570502
06037570601,90805,570601
06037570602,90805,570602
06037570603,90805,570603
06037570701,90712,570701
06037570701,90805,570701
06037570702,90712,570702
06037570800,90714,570800
06037570800,90713,570800
06037570800,90711,570800
06037570800,90712,570800
06037570800,90808,570800
06037570901,90713,570901
06037570901,90703,570901
06037570902,90713,570902
06037571000,90713,571000
06037571101,90713,571101
06037571102,90713,571102
06037571200,90713,571200
06037571200,90808,571200
06037571300,90712,571300
06037571400,90712,571400
06037571400,90807,571400
06037571502,90805,571502
06037571502,90807,571502
06037571503,90807,571503
06037571503,90712,571503
06037571503,90805,571503
06037571504,90807,571504
06037571600,90805,571600
06037571701,90805,571701
06037571701,90810,571701
06037571703,90805,571703
06037571704,90805,571704
06037571800,90810,571800
06037571800,90805,571800
06037571800,90807,571800
06037571900,90807,571900
06037572001,90807,572001
06037572002,90807,572002
06037572100,90806,572100
06037572201,90807,572201
06037572201,90806,572201
06037572202,90755,572202
06037572202,90806,572202
06037572301,90810,572301
06037572302,90810,572302
06037572400,90810,572400
06037572500,90810,572500
06037572600,90810,572600
06037572700,90810,572700
06037572800,90810,572800
06037572900,90810,572900
06037573002,90806,573002
06037573003,90806,573003
06037573004,90806,573004
06037573100,90806,573100
06037573201,90806,573201
06037573202,90806,573202
06037573300,90755,573300
06037573300,90806,573300
06037573401,90806,573401
06037573401,90755,573401
06037573402,90755,573402
06037573403,90804,573403
06037573403,90755,573403
06037573601,90846,573601
06037573601,90808,573601
06037573601,90713,573601
06037573700,90808,573700
06037573800,90808,573800
06037573902,90808,573902
06037573902,90815,573902
06037574000,90815,574000
06037574000,90808,574000
06037574100,90808,574100
06037574201,90815,574201
06037574202,90809,574202
06037574202,90815,574202
06037574202,90806,574202
06037574300,90815,574300
06037574400,90815,574400
06037574500,90815,574500
06037574601,90815,574601
06037574601,90840,574601
06037574602,90840,574602
06037574602,90815,574602
06037574700,90815,574700
06037574800,90804,574800
06037574800,90815,574800
06037574901,90815,574901
06037574902,90815,574902
06037574902,90804,574902
06037575001,90804,575001
06037575001,90755,575001
06037575001,90815,575001
06037575002,90804,575002
06037575101,90806,575101
06037575101,90813,575101
06037575101,90804,575101
06037575102,90804,575102
06037575102,90813,575102
06037575103,90804,575103
06037575201,90806,575201
06037575201,90813,575201
06037575202,90813,575202
06037575202,90806,575202
06037575300,90806,575300
06037575300,90813,575300
06037575401,90813,575401
06037575401,90806,575401
06037575402,90813,575402
06037575402,90806,575402
06037575500,90810,575500
06037575500,90813,575500
06037575801,90813,575801
06037575802,90813,575802
06037575803,90813,575803
06037575901,90802,575901
06037575902,90813,575902
06037575902,90802,575902
06037576001,90831,576001
06037576001,90802,576001
06037576001,90832,576001
06037576001,90833,576001
06037576001,90844,576001
06037576001,90834,576001
06037576001,90835,576001
06037576200,90801,576200
06037576200,90813,576200
06037576200,90802,576200
06037576301,90813,576301
06037576302,90813,576302
06037576401,90813,576401
06037576402,90813,576402
06037576403,90813,576403
06037576501,90802,576501
06037576501,90813,576501
06037576502,90813,576502
06037576502,90802,576502
06037576503,90802,576503
06037576503,90813,576503
06037576601,90802,576601
06037576602,90802,576602
06037576602,90803,576602
06037576700,90814,576700
06037576700,90803,576700
06037576801,90803,576801
06037576801,90804,576801
06037576801,90802,576801
06037576801,90814,576801
06037576802,90814,576802
06037576802,90804,576802
06037576901,90804,576901
06037576901,90813,576901
06037576903,90804,576903
06037576904,90804,576904
06037577000,90804,577000
06037577100,90814,577100
06037577100,90804,577100
06037577100,90803,577100
06037577200,90803,577200
06037577300,90803,577300
06037577400,90853,577400
06037577400,90803,577400
06037577501,90803,577501
06037577504,90803,577504
06037577602,90803,577602
06037577602,90814,577602
06037577602,90804,577602
06037577603,90804,577603
06037577603,90803,577603
06037577603,90814,577603
06037577604,90803,577604
06037599100,90704,599100
06037600100,90044,600100
06037600201,90044,600201
06037600201,90047,600201
06037600202,90044,600202
06037600202,90047,600202
06037600302,90047,600302
06037600302,90044,600302
06037600303,90044,600303
06037600304,90044,600304
06037600400,90047,600400
06037600501,90303,600501
06037600502,90303,600502
06037600502,90310,600502
06037600601,90303,600601
06037600601,90047,600601
06037600602,90303,600602
06037600702,90301,600702
06037600702,90303,600702
06037600702,90305,600702
06037600703,90305,600703
06037600704,90305,600704
06037600801,90305,600801
06037600802,90305,600802
06037600902,90302,600902
06037600902,90301,600902
06037600902,90309,600902
06037600911,90043,600911
06037600911,90302,600911
06037600912,90302,600912
06037601001,90308,601001
06037601001,90301,601001
06037601001,90306,601001
06037601001,90307,601001
06037601002,90301,601002
06037601100,90301,601100
06037601100,90304,601100
06037601202,90301,601202
06037601202,90304,601202
06037601211,90302,601211
06037601211,90301,601211
06037601212,90301,601212
06037601301,90056,601301
06037601301,90302,601301
06037601302,90045,601302
06037601302,90301,601302
06037601302,90302,601302
06037601303,90302,601303
06037601401,90301,601401
06037601401,90045,601401
06037601402,90301,601402
06037601402,90304,601402
06037601501,90304,601501
06037601502,90304,601502
06037601600,90304,601600
06037601700,90303,601700
06037601700,90304,601700
06037601801,90303,601801
06037601801,90304,601801
06037601802,90303,601802
06037601802,90304,601802
06037601900,90303,601900
06037602002,90250,602002
06037602002,90303,602002
06037602003,90303,602003
06037602004,90303,602004
06037602103,90304,602103
06037602103,90250,602103
06037602104,90304,602104
06037602104,90250,602104
06037602105,90250,602105
06037602106,90250,602106
06037602106,90251,602106
06037602200,90045,602200
06037602200,90250,602200
06037602200,90304,602200
06037602301,90250,602301
06037602302,90245,602302
06037602302,90261,602302
06037602302,90250,602302
06037602302,90260,602302
06037602402,90250,602402
06037602403,90250,602403
06037602404,90250,602404
06037602504,90250,602504
06037602505,90250,602505
06037602506,90250,602506
06037602507,90250,602507
06037602508,90250,602508
06037602509,90303,602509
06037602509,90250,602509
06037602600,90249,602600
06037602700,90047,602700
06037602700,90250,602700
06037602801,90044,602801
06037602801,90047,602801
06037602802,90044,602802
06037602802,90047,602802
06037602802,90247,602802
06037602802,90249,602802
06037602900,90247,602900
06037602900,90249,602900
06037603001,90249,603001
06037603001,90247,603001
06037603004,90247,603004
06037603005,90249,603005
06037603005,90247,603005
06037603006,90249,603006
06037603006,90247,603006
06037603101,90247,603101
06037603102,90247,603102
06037603102,90248,603102
06037603200,90248,603200
06037603301,90247,603301
06037603302,90248,603302
06037603302,90247,603302
06037603400,90249,603400
06037603400,90247,603400
06037603400,90504,603400
06037603500,90249,603500
06037603600,90504,603600
06037603600,90249,603600
06037603600,90247,603600
06037603702,90249,603702
06037603702,90250,603702
06037603702,90260,603702
06037603702,90504,603702
06037603702,90506,603702
06037603703,90250,603703
06037603704,90249,603704
06037603704,90260,603704
06037603704,90250,603704
06037603801,90250,603801
06037603801,90260,603801
06037603802,90260,603802
06037603900,90250,603900
06037603900,90260,603900
06037604001,90260,604001
06037604002,90260,604002
06037604100,90260,604100
06037604100,90504,604100
06037609900,90731,609900
06037609900,90732,609900
06037620001,90245,620001
06037620002,90245,620002
06037620101,90245,620101
06037620102,90245,620102
06037620201,90266,620201
06037620301,90266,620301
06037620303,90266,620303
06037620305,90266,620305
06037620400,90266,620400
06037620501,90278,620501
06037620521,90278,620521
06037620522,90278,620522
06037620601,90278,620601
06037620602,90278,620602
06037620602,90504,620602
06037620701,90278,620701
06037620702,90278,620702
06037620702,90503,620702
06037620702,90254,620702
06037620800,90278,620800
06037620800,90266,620800
06037620901,90267,620901
06037620901,90266,620901
06037620904,90266,620904
06037620904,90254,620904
06037621001,90254,621001
06037621002,90266,621002
06037621002,90254,621002
06037621004,90254,621004
06037621102,90254,621102
06037621102,90278,621102
06037621104,90254,621104
06037621104,90277,621104
06037621201,90277,621201
06037621201,90278,621201
06037621204,90254,621204
06037621204,90277,621204
06037621301,90277,621301
06037621324,90277,621324
06037621326,90277,621326
06037621400,90277,621400
06037650001,90247,650001
06037650001,90504,650001
06037650003,90504,650003
06037650004,90504,650004
06037650101,90504,650101
06037650101,90248,650101
06037650102,90504,650102
06037650200,90504,650200
06037650200,90248,650200
06037650300,90504,650300
06037650300,90278,650300
06037650401,90501,650401
06037650401,90503,650401
06037650501,90278,650501
06037650501,90503,650501
06037650502,90503,650502
06037650602,90503,650602
06037650603,90503,650603
06037650604,90503,650604
06037650605,90503,650605
06037650701,90505,650701
06037650701,90503,650701
06037650702,90503,650702
06037650702,90505,650702
06037650800,90510,650800
06037650800,90503,650800
06037650800,90505,650800
06037650800,90501,650800
06037650901,90508,650901
06037650901,90503,650901
06037650901,90507,650901
06037650901,90501,650901
06037650902,90501,650902
06037651001,90501,651001
06037651001,90717,651001
06037651002,90505,651002
06037651002,90501,651002
06037651101,90505,651101
06037651101,90717,651101
06037651102,90505,651102
06037651201,90505,651201
06037651221,90505,651221
06037651222,90505,651222
06037651302,90505,651302
06037651302,90277,651302
06037651302,90274,651302
06037651304,90505,651304
06037651304,90277,651304
06037651401,90505,651401
06037651401,90717,651401
06037651402,90505,651402
06037670001,90501,670001
06037670001,90717,670001
06037670002,90717,670002
06037670003,90505,670003
06037670003,90717,670003
06037670100,90717,670100
06037670100,90710,670100
06037670201,90717,670201
06037670201,90274,670201
06037670202,90274,670202
06037670324,90275,670324
06037670324,90274,670324
06037670326,90275,670326
06037670326,90274,670326
06037670328,90274,670328
06037670403,90275,670403
06037670403,90274,670403
06037670405,90274,670405
06037670405,90275,670405
06037670406,90275,670406
06037670406,90274,670406
06037670407,90275,670407
06037670411,90274,670411
06037670411,90275,670411
06037670413,90274,670413
06037670413,90275,670413
06037670416,90275,670416
06037670500,90275,670500
06037670500,90274,670500
06037670602,90274,670602
06037670602,90275,670602
06037670701,90717,670701
06037670701,90734,670701
06037670701,90732,670701
06037670701,90275,670701
06037670702,90732,670702
06037670702,90275,670702
06037670702,90274,670702
06037700101,90046,700101
06037700101,90038,700101
06037700102,90038,700102
06037700102,90046,700102
06037700200,90046,700200
06037700300,90046,700300
06037700300,90069,700300
06037700400,90048,700400
06037700400,90069,700400
06037700501,90210,700501
06037700501,90069,700501
06037700502,90069,700502
06037700600,90210,700600
06037700700,90210,700700
06037700700,90212,700700
06037700801,90213,700801
06037700801,90209,700801
06037700801,90210,700801
06037700801,90211,700801
06037700801,90212,700801
06037700802,90211,700802
06037700901,90211,700901
06037700902,90211,700902
06037700902,90035,700902
06037700902,90212,700902
06037701000,90035,701000
06037701000,90212,701000
06037701100,90024,701100
06037701100,90073,701100
06037701100,90049,701100
06037701100,90025,701100
06037701201,90403,701201
06037701201,90402,701201
06037701202,90402,701202
06037701202,90403,701202
06037701302,90403,701302
06037701304,90403,701304
06037701304,90402,701304
06037701402,90403,701402
06037701402,90401,701402
06037701501,90403,701501
06037701501,90401,701501
06037701501,90408,701501
06037701502,90403,701502
06037701502,90401,701502
06037701502,90404,701502
06037701601,90049,701601
06037701601,90403,701601
06037701602,90025,701602
06037701602,90404,701602
06037701602,90403,701602
06037701701,90404,701701
06037701702,90404,701702
06037701702,90401,701702
06037701801,90405,701801
06037701801,90404,701801
06037701802,90404,701802
06037701802,90405,701802
06037701802,90401,701802
06037701902,90406,701902
06037701902,90401,701902
06037701902,90405,701902
06037701902,90404,701902
06037702002,90405,702002
06037702102,90409,702102
06037702102,90405,702102
06037702201,90405,702201
06037702202,90405,702202
06037702300,90405,702300
06037702300,90404,702300
06037702400,90034,702400
06037702400,90232,702400
06037702400,90016,702400
06037702501,90230,702501
06037702501,90232,702501
06037702502,90230,702502
06037702502,90232,702502
06037702502,90016,702502
06037702600,90231,702600
06037702600,90230,702600
06037702700,90230,702700
06037702801,90232,702801
06037702801,90230,702801
06037702802,90066,702802
06037702802,90230,702802
06037702803,90066,702803
06037702803,90292,702803
06037702803,90291,702803
06037702901,90292,702901
06037702901,90295,702901
06037703001,90045,703001
06037703001,90230,703001
06037703001,90056,703001
06037703002,90056,703002
06037703002,90302,703002
06037703002,90045,703002
06037703002,90230,703002
06037703100,90016,703100
06037703100,90008,703100
06037703100,90056,703100
06037703100,90043,703100
06037703200,90043,703200
06037703200,90008,703200
06037800101,91364,800101
06037800101,90290,800101
06037800101,91302,800101
06037800102,91364,800102
06037800102,90265,800102
06037800102,91302,800102
06037800102,90290,800102
06037800202,91302,800202
06037800203,91302,800203
06037800204,91364,800204
06037800204,91372,800204
06037800204,91367,800204
06037800204,91302,800204
06037800324,91362,800324
06037800324,91301,800324
06037800325,91361,800325
06037800326,91361,800326
06037800326,90265,800326
06037800326,91301,800326
06037800327,91301,800327
06037800327,91376,800327
06037800328,91302,800328
06037800328,91301,800328
06037800329,91301,800329
06037800329,91302,800329
06037800330,91302,800330
06037800330,91301,800330
06037800330,90265,800330
06037800331,91362,800331
06037800332,91301,800332
06037800406,90265,800406
06037800408,90264,800408
06037800408,90265,800408
06037800410,90263,800410
06037800410,90265,800410
06037800504,90265,800504
06037800504,91302,800504
06037800506,90265,800506
06037800506,90290,800506
06037900102,93535,900102
06037900102,93591,900102
06037900102,93544,900102
06037900103,93535,900103
06037900103,93591,900103
06037900104,93591,900104
06037900104,93544,900104
06037900201,93552,900201
06037900201,93535,900201
06037900201,93591,900201
06037900300,93535,900300
06037900300,93534,900300
06037900501,93534,900501
06037900501,93535,900501
06037900504,93535,900504
06037900505,93535,900505
06037900506,93535,900506
06037900507,93535,900507
06037900508,93535,900508
06037900602,93535,900602
06037900602,93534,900602
06037900605,93535,900605
06037900606,93534,900606
06037900606,93535,900606
06037900607,93534,900607
06037900607,93535,900607
06037900608,93535,900608
06037900609,93535,900609
06037900701,93534,900701
06037900703,93534,900703
06037900703,93539,900703
06037900704,93534,900704
06037900704,93535,900704
06037900705,93534,900705
06037900803,93534,900803
06037900804,93534,900804
06037900805,93534,900805
06037900806,93584,900806
06037900806,93534,900806
06037900900,93536,900900
06037900900,93560,900900
06037900900,93534,900900
06037901003,93536,901003
06037901004,93536,901004
06037901007,93551,901007
06037901007,93536,901007
06037901007,93534,901007
06037901008,93534,901008
06037901008,93536,901008
06037901009,93534,901009
06037901009,93536,901009
06037901010,93536,901010
06037901011,93534,901011
06037901011,93536,901011
06037901101,93586,901101
06037901101,93536,901101
06037901102,93536,901102
06037901205,93536,901205
06037901209,93536,901209
06037901209,93243,901209
06037901209,93532,901209
06037901210,93532,901210
06037901213,93551,901213
06037901213,93536,901213
06037901213,93532,901213
06037901213,91390,901213
06037910001,93543,910001
06037910001,93552,910001
06037910001,93591,910001
06037910002,93553,910002
06037910002,93543,910002
06037910101,93591,910101
06037910101,93550,910101
06037910101,93552,910101
06037910201,93550,910201
06037910201,93551,910201
06037910202,93536,910202
06037910202,93534,910202
06037910202,93551,910202
06037910205,93551,910205
06037910205,93510,910205
06037910205,93550,910205
06037910206,93551,910206
06037910207,93551,910207
06037910208,93551,910208
06037910209,93551,910209
06037910210,93551,910210
06037910301,93551,910301
06037910301,93536,910301
06037910302,93551,910302
06037910401,93551,910401
06037910402,93551,910402
06037910402,93550,910402
06037910403,93551,910403
06037910403,93550,910403
06037910404,93550,910404
06037910501,93550,910501
06037910502,93550,910502
06037910504,93550,910504
06037910505,93550,910505
06037910601,93550,910601
06037910602,93550,910602
06037910602,93590,910602
06037910603,93550,910603
06037910605,93550,910605
06037910606,93550,910606
06037910705,93552,910705
06037910706,93543,910706
06037910706,93552,910706
06037910707,93550,910707
06037910709,93552,910709
06037910709,93543,910709
06037910709,93550,910709
06037910711,93550,910711
06037910711,93552,910711
06037910712,93552,910712
06037910713,93552,910713
06037910714,93552,910714
06037910715,93550,910715
06037910716,93550,910716
06037910804,93510,910804
06037910804,93551,910804
06037910805,93510,910805
06037910805,91390,910805
06037910805,93550,910805
06037910807,91387,910807
06037910807,91390,910807
06037910807,91351,910807
06037910808,91390,910808
06037910808,91387,910808
06037910809,91387,910809
06037910810,91390,910810
06037910810,91387,910810
06037910811,93552,910811
06037910811,91387,910811
06037910811,93550,910811
06037910811,93510,910811
06037910811,91390,910811
06037910812,93550,910812
06037910812,93552,910812
06037910813,93510,910813
06037910813,91390,910813
06037911001,93543,911001
06037911001,93591,911001
06037911001,93553,911001
06037911001,93544,911001
06037911001,93552,911001
06037911001,93563,911001
06037920011,91390,920011
06037920012,93551,920012
06037920012,91390,920012
06037920013,91350,920013
06037920013,91351,920013
06037920015,91350,920015
06037920015,91390,920015
06037920016,91350,920016
06037920016,91390,920016
06037920017,91350,920017
06037920018,91350,920018
06037920020,91390,920020
06037920020,91350,920020
