,Median Rent 2016,Tract Number,Neighborhood,Location,ZIP
823,935.0,201402,El Sereno,"(34.0686905, -118.188445)",90063
824,1056.0,201501,El Sereno,"(34.0872435, -118.1663745)",91801
825,1056.0,201501,El Sereno,"(34.0872435, -118.1663745)",90032
826,1137.0,201503,El Sereno,"(34.0853625, -118.1734105)",90032
827,1201.0,201504,El Sereno,"(34.0810995, -118.1730255)",90032
828,970.0,201601,El Sereno,"(34.071752, -118.17646)",90032
829,1212.0,201602,El Sereno,"(34.075975, -118.168817)",90032
830,1161.0,201700,El Sereno,"(34.068283, -118.1738345)",90063
831,1161.0,201700,El Sereno,"(34.068283, -118.1738345)",90032
832,799.0,203100,Boyle Heights,"(34.059408, -118.197818)",90063
833,799.0,203100,Boyle Heights,"(34.059408, -118.197818)",90033
834,1048.0,203200,Boyle Heights,"(34.0517485, -118.1981725)",90033
835,1048.0,203200,Boyle Heights,"(34.0517485, -118.1981725)",90063
836,1043.0,203300,Boyle Heights,"(34.059558, -118.205929)",90033
837,1011.0,203500,Boyle Heights,"(34.0549495, -118.2212065)",90033
838,1011.0,203500,Boyle Heights,"(34.0549495, -118.2212065)",90031
839,1031.0,203600,Boyle Heights,"(34.0509745, -118.2085545)",90033
840,1043.0,203710,Boyle Heights,"(34.04985, -118.2009955)",90033
841,920.0,203720,Boyle Heights,"(34.046939, -118.203105)",90033
842,1107.0,203800,Boyle Heights,"(34.045049, -118.196441)",90033
843,1107.0,203800,Boyle Heights,"(34.045049, -118.196441)",90063
844,1087.0,203900,Boyle Heights,"(34.0342105, -118.195139)",90063
845,1087.0,203900,Boyle Heights,"(34.0342105, -118.195139)",90023
846,1040.0,204110,Boyle Heights,"(34.038791, -118.198734)",90063
847,1040.0,204110,Boyle Heights,"(34.038791, -118.198734)",90033
848,1071.0,204120,Boyle Heights,"(34.033887, -118.2011895)",90023
849,1071.0,204120,Boyle Heights,"(34.033887, -118.2011895)",90063
850,930.0,204200,Boyle Heights,"(34.043615, -118.205084)",90033
851,957.0,204300,Boyle Heights,"(34.038738, -118.208061)",90033
852,957.0,204300,Boyle Heights,"(34.038738, -118.208061)",90063
853,957.0,204300,Boyle Heights,"(34.038738, -118.208061)",90023
854,924.0,204410,Boyle Heights,"(34.046181, -118.214985)",90033
855,831.0,204420,Boyle Heights,"(34.0445335, -118.211622)",90033
856,981.0,204600,Boyle Heights,"(34.036247, -118.2161145)",90033
857,981.0,204600,Boyle Heights,"(34.036247, -118.2161145)",90023
858,926.0,204700,Boyle Heights,"(34.030962, -118.212412)",90023
859,1013.0,204810,Boyle Heights,"(34.028574, -118.2027025)",90023
860,1056.0,204820,Boyle Heights,"(34.023785, -118.2058885)",90023
861,963.0,204910,Boyle Heights,"(34.0250545, -118.1964135)",90023
862,1071.0,204920,Boyle Heights,"(34.0181175, -118.197122)",90023
863,1165.0,205110,Boyle Heights,"(34.0244945, -118.214114)",90023
864,969.0,205120,Boyle Heights,"(34.0191645, -118.2113105)",90023
865,653.0,206010,Elysian Park,"(34.0702965, -118.2318745)",90012
866,2178.0,206020,Chinatown,"(34.057696, -118.232064)",90012
867,2218.0,206031,Downtown,"(34.0344105, -118.23121)",90023
868,2218.0,206031,Downtown,"(34.0344105, -118.23121)",90013
869,2218.0,206031,Downtown,"(34.0344105, -118.23121)",90012
870,2218.0,206031,Downtown,"(34.0344105, -118.23121)",90021
871,2218.0,206031,Downtown,"(34.0344105, -118.23121)",90058
872,834.0,206032,Boyle Heights,"(34.0473465, -118.2237095)",90033
873,804.0,206050,Boyle Heights,"(34.0290235, -118.2229675)",90023
874,804.0,206050,Boyle Heights,"(34.0290235, -118.2229675)",90033
875,492.0,206200,Downtown,"(34.04707, -118.2428045)",90013
876,492.0,206200,Downtown,"(34.04707, -118.2428045)",90012
877,299.0,206300,Downtown,"(34.0405235, -118.244262)",90021
878,299.0,206300,Downtown,"(34.0405235, -118.244262)",90014
879,299.0,206300,Downtown,"(34.0405235, -118.244262)",90013
880,1560.0,207101,Downtown,"(34.0610075, -118.2449835)",90012
881,710.0,207102,Chinatown,"(34.058835, -118.239167)",90012
882,941.0,207103,Chinatown,"(34.0642795, -118.2398345)",90051
883,941.0,207103,Chinatown,"(34.0642795, -118.2398345)",90012
884,941.0,207103,Chinatown,"(34.0642795, -118.2398345)",90087
885,941.0,207103,Chinatown,"(34.0642795, -118.2398345)",90086
886,941.0,207103,Chinatown,"(34.0642795, -118.2398345)",90030
887,941.0,207103,Chinatown,"(34.0642795, -118.2398345)",90054
888,941.0,207103,Chinatown,"(34.0642795, -118.2398345)",90060
889,1324.0,207301,Downtown,"(34.0469135, -118.251366)",90015
890,1324.0,207301,Downtown,"(34.0469135, -118.251366)",90014
891,1324.0,207301,Downtown,"(34.0469135, -118.251366)",90012
892,1324.0,207301,Downtown,"(34.0469135, -118.251366)",90013
893,1699.0,207302,Downtown,"(34.0474815, -118.2478185)",90012
894,1699.0,207302,Downtown,"(34.0474815, -118.2478185)",90013
895,1699.0,207302,Downtown,"(34.0474815, -118.2478185)",90014
896,1313.0,207400,Downtown,"(34.056393, -118.24561)",90053
897,1313.0,207400,Downtown,"(34.056393, -118.24561)",90012
898,1752.0,207501,Downtown,"(34.0565345, -118.2528675)",90012
899,406.0,207502,Downtown,"(34.0524315, -118.253282)",90071
900,406.0,207502,Downtown,"(34.0524315, -118.253282)",90013
901,406.0,207502,Downtown,"(34.0524315, -118.253282)",90012
902,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90017
903,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90084
904,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90071
905,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90015
906,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90014
907,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90055
908,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90074
909,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90081
910,2023.0,207710,Downtown,"(34.0467345, -118.2622625)",90013
911,2178.0,207900,Downtown,"(34.0403745, -118.260362)",90079
912,2178.0,207900,Downtown,"(34.0403745, -118.260362)",90015
913,1165.0,208000,Echo Park,"(34.062852, -118.2552085)",90026
914,1165.0,208000,Echo Park,"(34.062852, -118.2552085)",90017
915,1165.0,208000,Echo Park,"(34.062852, -118.2552085)",90012
916,1061.0,208301,Westlake,"(34.061991, -118.265842)",90026
917,1061.0,208301,Westlake,"(34.061991, -118.265842)",90017
918,862.0,208302,Westlake,"(34.0634965, -118.26261)",90017
919,862.0,208302,Westlake,"(34.0634965, -118.26261)",90026
920,854.0,208401,Westlake,"(34.063775, -118.269137)",90057
921,854.0,208401,Westlake,"(34.063775, -118.269137)",90026
922,854.0,208401,Westlake,"(34.063775, -118.269137)",90017
923,1066.0,208402,Westlake,"(34.0682985, -118.265581)",90026
924,1066.0,208402,Westlake,"(34.0682985, -118.265581)",90057
925,1141.0,208501,Westlake,"(34.0694385, -118.271932)",90026
926,1141.0,208501,Westlake,"(34.0694385, -118.271932)",90057
927,901.0,208502,Westlake,"(34.0660235, -118.2741745)",90057
928,1134.0,208610,Westlake,"(34.071928, -118.280946)",90026
929,1134.0,208610,Westlake,"(34.071928, -118.280946)",90057
930,1134.0,208610,Westlake,"(34.071928, -118.280946)",90004
931,1116.0,208620,Westlake,"(34.069656, -118.2780295)",90057
932,1116.0,208620,Westlake,"(34.069656, -118.2780295)",90026
933,1183.0,208710,Westlake,"(34.065666, -118.282003)",90057
934,1183.0,208710,Westlake,"(34.065666, -118.282003)",90020
935,816.0,208720,Westlake,"(34.062837, -118.2811225)",90057
936,938.0,208801,Westlake,"(34.0602215, -118.276593)",90057
937,897.0,208802,Westlake,"(34.061881, -118.2785535)",90057
938,929.0,208902,Westlake,"(34.0564435, -118.2723635)",90057
939,929.0,208902,Westlake,"(34.0564435, -118.2723635)",90017
940,813.0,208903,Westlake,"(34.0594445, -118.273509)",90057
941,736.0,208904,Westlake,"(34.059592, -118.270177)",90057
942,736.0,208904,Westlake,"(34.059592, -118.270177)",90017
943,796.0,209102,Westlake,"(34.05566, -118.2674565)",90017
944,818.0,209103,Westlake,"(34.0570845, -118.2639395)",90017
945,770.0,209104,Westlake,"(34.058994, -118.2663115)",90017
946,1597.0,209200,Westlake,"(34.054276, -118.26086)",90017
947,937.0,209300,Westlake,"(34.0508765, -118.2678705)",90015
948,937.0,209300,Westlake,"(34.0508765, -118.2678705)",90017
949,774.0,209401,Westlake,"(34.0568345, -118.2810775)",90005
950,774.0,209401,Westlake,"(34.0568345, -118.2810775)",90057
951,774.0,209401,Westlake,"(34.0568345, -118.2810775)",90006
952,808.0,209402,Westlake,"(34.0546635, -118.2772135)",90057
953,808.0,209402,Westlake,"(34.0546635, -118.2772135)",90006
954,697.0,209403,Westlake,"(34.0531325, -118.273845)",90057
955,697.0,209403,Westlake,"(34.0531325, -118.273845)",90015
956,697.0,209403,Westlake,"(34.0531325, -118.273845)",90017
957,887.0,209510,Westlake,"(34.0530605, -118.281509)",90006
958,868.0,209520,Pico-Union,"(34.050539, -118.2769545)",90015
959,868.0,209520,Pico-Union,"(34.050539, -118.2769545)",90006
960,842.0,209810,Pico-Union,"(34.049228, -118.2819155)",90006
961,847.0,209820,Pico-Union,"(34.047197, -118.278215)",90006
962,847.0,209820,Pico-Union,"(34.047197, -118.278215)",90015
963,810.0,210010,Pico-Union,"(34.0467975, -118.2717075)",90015
964,1916.0,211000,Hancock Park,"(34.0683115, -118.3326325)",90005
965,1916.0,211000,Hancock Park,"(34.0683115, -118.3326325)",90004
966,1916.0,211000,Hancock Park,"(34.0683115, -118.3326325)",90020
967,1916.0,211000,Hancock Park,"(34.0683115, -118.3326325)",90036
968,1916.0,211000,Hancock Park,"(34.0683115, -118.3326325)",90010
969,1221.0,211120,Westlake,"(34.0652025, -118.286978)",90005
970,1221.0,211120,Westlake,"(34.0652025, -118.286978)",90020
971,1221.0,211120,Westlake,"(34.0652025, -118.286978)",90057
972,1221.0,211120,Westlake,"(34.0652025, -118.286978)",90010
973,1295.0,211121,Westlake,"(34.0726225, -118.2849265)",90057
974,1295.0,211121,Westlake,"(34.0726225, -118.2849265)",90026
975,1295.0,211121,Westlake,"(34.0726225, -118.2849265)",90020
976,1295.0,211121,Westlake,"(34.0726225, -118.2849265)",90004
977,1160.0,211122,Koreatown,"(34.0726525, -118.289233)",90020
978,1160.0,211122,Koreatown,"(34.0726525, -118.289233)",90004
979,1007.0,211201,Koreatown,"(34.074518, -118.298475)",90004
980,980.0,211202,Koreatown,"(34.074526, -118.2941155)",90004
981,1076.0,211310,Koreatown,"(34.0708895, -118.298462)",90020
982,1076.0,211310,Koreatown,"(34.0708895, -118.298462)",90004
983,884.0,211320,Koreatown,"(34.0708825, -118.294158)",90004
984,884.0,211320,Koreatown,"(34.0708825, -118.294158)",90020
985,1093.0,211410,Koreatown,"(34.0726125, -118.307315)",90004
986,1093.0,211410,Koreatown,"(34.0726125, -118.307315)",90020
987,1010.0,211420,Koreatown,"(34.072636, -118.302937)",90020
988,1010.0,211420,Koreatown,"(34.072636, -118.302937)",90004
989,1169.0,211500,Windsor Square,"(34.0725965, -118.316)",90020
990,1169.0,211500,Windsor Square,"(34.0725965, -118.316)",90004
991,1643.0,211701,Windsor Square,"(34.0653255, -118.3184645)",90010
992,1643.0,211701,Windsor Square,"(34.0653255, -118.3184645)",90070
993,1643.0,211701,Windsor Square,"(34.0653255, -118.3184645)",90005
994,1643.0,211701,Windsor Square,"(34.0653255, -118.3184645)",90020
995,1151.0,211703,Koreatown,"(34.067143, -118.311589)",90020
996,1067.0,211704,Koreatown,"(34.0635115, -118.3116385)",90020
997,1067.0,211704,Koreatown,"(34.0635115, -118.3116385)",90005
998,1067.0,211704,Koreatown,"(34.0635115, -118.3116385)",90010
999,1124.0,211802,Koreatown,"(34.0635375, -118.304729)",90075
1000,1124.0,211802,Koreatown,"(34.0635375, -118.304729)",90005
1001,1124.0,211802,Koreatown,"(34.0635375, -118.304729)",90010
1002,1124.0,211802,Koreatown,"(34.0635375, -118.304729)",90076
1003,1124.0,211802,Koreatown,"(34.0635375, -118.304729)",90020
1004,1216.0,211803,Koreatown,"(34.0671885, -118.3022325)",90020
1005,1183.0,211804,Koreatown,"(34.0671615, -118.3066105)",90020
1006,1121.0,211910,Koreatown,"(34.067207, -118.2985)",90020
1007,1041.0,211921,Koreatown,"(34.067232, -118.292902)",90020
1008,1118.0,211922,Koreatown,"(34.067223, -118.295398)",90020
1009,1355.0,212101,Koreatown,"(34.0635935, -118.29414)",90020
1010,1355.0,212101,Koreatown,"(34.0635935, -118.29414)",90005
1011,1355.0,212101,Koreatown,"(34.0635935, -118.29414)",90010
1012,945.0,212102,Koreatown,"(34.0635735, -118.298496)",90010
1013,945.0,212102,Koreatown,"(34.0635735, -118.298496)",90005
1014,945.0,212102,Koreatown,"(34.0635735, -118.298496)",90020
1015,834.0,212202,Westlake,"(34.056368, -118.2879195)",90006
1016,834.0,212202,Westlake,"(34.056368, -118.2879195)",90005
1017,804.0,212203,Koreatown,"(34.0597625, -118.290359)",90005
1018,804.0,212203,Koreatown,"(34.0597625, -118.290359)",90010
1019,792.0,212204,Westlake,"(34.0597755, -118.2861875)",90057
1020,792.0,212204,Westlake,"(34.0597755, -118.2861875)",90010
1021,792.0,212204,Westlake,"(34.0597755, -118.2861875)",90005
1022,823.0,212303,Koreatown,"(34.059763, -118.2935145)",90005
1023,823.0,212303,Koreatown,"(34.059763, -118.2935145)",90010
1024,857.0,212304,Koreatown,"(34.0597395, -118.2982)",90005
1025,857.0,212304,Koreatown,"(34.0597395, -118.2982)",90010
1026,1144.0,212306,Koreatown,"(34.0561295, -118.2940735)",90006
1027,1144.0,212306,Koreatown,"(34.0561295, -118.2940735)",90005
1028,1247.0,212410,Koreatown,"(34.05971, -118.301987)",90005
1029,1247.0,212410,Koreatown,"(34.05971, -118.301987)",90010
1030,1063.0,212420,Koreatown,"(34.056087, -118.301978)",90006
1031,1063.0,212420,Koreatown,"(34.056087, -118.301978)",90005
1032,1057.0,212501,Koreatown,"(34.0560675, -118.305364)",90005
1033,1057.0,212501,Koreatown,"(34.0560675, -118.305364)",90006
1034,1156.0,212502,Koreatown,"(34.0580795, -118.306623)",90005
1035,1156.0,212502,Koreatown,"(34.0580795, -118.306623)",90006
1036,1156.0,212502,Koreatown,"(34.0580795, -118.306623)",90010
1037,1118.0,212610,Koreatown,"(34.0598685, -118.314272)",90010
1038,1118.0,212610,Koreatown,"(34.0598685, -118.314272)",90005
1039,1089.0,212620,Koreatown,"(34.0562585, -118.313612)",90019
1040,1089.0,212620,Koreatown,"(34.0562585, -118.313612)",90006
1041,1089.0,212620,Koreatown,"(34.0562585, -118.313612)",90005
1042,1152.0,212701,Koreatown,"(34.0546775, -118.3194445)",90019
1043,1152.0,212701,Koreatown,"(34.0546775, -118.3194445)",90005
1044,1691.0,212702,Mid-Wilshire,"(34.0575235, -118.3258035)",90019
1045,1691.0,212702,Mid-Wilshire,"(34.0575235, -118.3258035)",90005
1046,1691.0,212702,Mid-Wilshire,"(34.0575235, -118.3258035)",90010
1047,1130.0,212800,Mid-Wilshire,"(34.0523625, -118.330411)",90019
1048,1088.0,212900,Arlington Heights,"(34.0501175, -118.321485)",90019
1049,1142.0,213100,Arlington Heights,"(34.0508045, -118.3133105)",90019
1050,1142.0,213100,Arlington Heights,"(34.0508045, -118.3133105)",90006
1051,1053.0,213201,Harvard Heights,"(34.052656, -118.3044735)",90006
1052,1022.0,213202,Harvard Heights,"(34.0490315, -118.3045065)",90006
1053,1163.0,213310,Pico-Union,"(34.0508675, -118.29803)",90006
1054,873.0,213320,Pico-Union,"(34.0508855, -118.2937275)",90006
1055,1061.0,213401,Westlake,"(34.053716, -118.287906)",90006
1056,999.0,213402,Pico-Union,"(34.0498995, -118.28787)",90006
1057,1915.0,214000,Fairfax,"(34.0745805, -118.3486205)",90036
1058,2410.0,214100,Hancock Park,"(34.074602, -118.339096)",90036
1059,2410.0,214100,Hancock Park,"(34.074602, -118.339096)",90004
1060,2410.0,214100,Hancock Park,"(34.074602, -118.339096)",90020
1061,1755.0,214400,Fairfax,"(34.078166, -118.3573315)",90036
1062,2435.0,214501,Mid-Wilshire,"(34.070503, -118.357312)",90036
1063,2138.0,214502,Mid-Wilshire,"(34.0677735, -118.35135)",90036
1064,1964.0,214503,Mid-Wilshire,"(34.0673015, -118.3536195)",90036
1065,1834.0,214600,Beverly Grove,"(34.0725795, -118.365913)",90036
1066,1834.0,214600,Beverly Grove,"(34.0725795, -118.365913)",90048
1067,1821.0,214700,Beverly Grove,"(34.0665205, -118.366383)",90036
1068,1821.0,214700,Beverly Grove,"(34.0665205, -118.366383)",90048
1069,1897.0,214800,Beverly Grove,"(34.070088, -118.3732965)",90048
1070,1830.0,214901,Beverly Grove,"(34.0742895, -118.387219)",90048
1071,2058.0,214902,Beverly Grove,"(34.073012, -118.379762)",90048
1072,1649.0,215101,Mid-Wilshire,"(34.063565, -118.3542505)",90036
1073,1596.0,215102,Mid-Wilshire,"(34.0648495, -118.3456205)",90036
1074,1583.0,216100,Mid-Wilshire,"(34.0568595, -118.3378575)",90036
1075,1583.0,216100,Mid-Wilshire,"(34.0568595, -118.3378575)",90005
1076,1583.0,216100,Mid-Wilshire,"(34.0568595, -118.3378575)",90019
1077,1771.0,216200,Mid-Wilshire,"(34.05688, -118.3480075)",90036
1078,1771.0,216200,Mid-Wilshire,"(34.05688, -118.3480075)",90019
1079,1682.0,216300,Carthay,"(34.059083, -118.363807)",90048
1080,1682.0,216300,Carthay,"(34.059083, -118.363807)",90036
1081,1682.0,216300,Carthay,"(34.059083, -118.363807)",90019
1082,1606.0,216401,Pico-Robertson,"(34.0563915, -118.3799175)",90035
1083,1765.0,216402,Pico-Robertson,"(34.06116, -118.3804405)",90035
1084,1618.0,216700,Mid-City,"(34.048208, -118.371729)",90035
1085,1618.0,216700,Mid-City,"(34.048208, -118.371729)",90019
1086,1878.0,216800,Carthay,"(34.055507, -118.369996)",90019
1087,1878.0,216800,Carthay,"(34.055507, -118.369996)",90035
1088,1878.0,216800,Carthay,"(34.055507, -118.369996)",90048
1089,1412.0,216900,Mid-City,"(34.0504795, -118.36321)",90019
1090,1412.0,216900,Mid-City,"(34.0504795, -118.36321)",90036
1091,1811.0,217001,Pico-Robertson,"(34.0519395, -118.3873275)",90035
1092,1527.0,217002,Pico-Robertson,"(34.049649, -118.381096)",90035
1093,1281.0,217100,Mid-Wilshire,"(34.049342, -118.354404)",90019
1094,1308.0,217200,Mid-Wilshire,"(34.049375, -118.3418365)",90019
1095,1134.0,218110,Arlington Heights,"(34.044154, -118.3286425)",90019
1096,1134.0,218110,Arlington Heights,"(34.044154, -118.3286425)",90018
1097,1026.0,218120,Arlington Heights,"(34.0436875, -118.320626)",90018
1098,1026.0,218120,Arlington Heights,"(34.0436875, -118.320626)",90019
1099,1088.0,218210,Mid-City,"(34.043303, -118.3422655)",90019
1100,1088.0,218210,Mid-City,"(34.043303, -118.3422655)",90016
1101,1125.0,218220,Mid-City,"(34.043498, -118.334779)",90019
1102,1125.0,218220,Mid-City,"(34.043498, -118.334779)",90016
1103,1175.0,218300,Mid-City,"(34.041276, -118.3549225)",90019
1104,1175.0,218300,Mid-City,"(34.041276, -118.3549225)",90016
1105,1196.0,218400,Mid-City,"(34.037613, -118.3607045)",90016
1106,1142.0,218500,Mid-City,"(34.0375635, -118.3505565)",90016
1107,1195.0,218600,Mid-City,"(34.037184, -118.3427065)",90016
1108,983.0,218701,Mid-City,"(34.0372715, -118.333362)",90018
1109,983.0,218701,Mid-City,"(34.0372715, -118.333362)",90016
1110,897.0,218702,West Adams,"(34.0327605, -118.335031)",90018
1111,897.0,218702,West Adams,"(34.0327605, -118.335031)",90016
1112,1053.0,218800,Arlington Heights,"(34.037556, -118.323034)",90018
1113,1053.0,218800,Arlington Heights,"(34.037556, -118.323034)",90019
1114,1073.0,218900,Jefferson Park,"(34.0331165, -118.3238185)",90018
1115,1282.0,219010,Jefferson Park,"(34.027596, -118.322938)",90018
1116,971.0,219020,Jefferson Park,"(34.021941, -118.3229865)",90018
1117,1045.0,219300,Jefferson Park,"(34.026962, -118.3316675)",90016
1118,1045.0,219300,Jefferson Park,"(34.026962, -118.3316675)",90018
1119,1081.0,219500,Baldwin Hills/Crenshaw,"(34.0211635, -118.3405655)",90016
1120,974.0,219700,West Adams,"(34.028076, -118.347852)",90016
1121,1012.0,219800,West Adams,"(34.0298385, -118.354579)",90016
1122,1044.0,219901,West Adams,"(34.0297025, -118.3604535)",90016
1123,1303.0,219902,West Adams,"(34.0305455, -118.36963)",90016
1124,1140.0,220000,West Adams,"(34.0276275, -118.3405665)",90016
1125,1037.0,220100,Baldwin Hills/Crenshaw,"(34.0241755, -118.3664325)",90016
1126,925.0,221110,Pico-Union,"(34.0455315, -118.2878625)",90006
1127,1044.0,221120,Pico-Union,"(34.042054, -118.2878455)",90007
1128,1044.0,221120,Pico-Union,"(34.042054, -118.2878455)",90006
1129,1059.0,221210,Harvard Heights,"(34.04359, -118.3026265)",90006
1130,1059.0,221210,Harvard Heights,"(34.04359, -118.3026265)",90018
1131,987.0,221220,Pico-Union,"(34.0436145, -118.2961455)",90006
1132,987.0,221220,Pico-Union,"(34.0436145, -118.2961455)",90007
1133,1090.0,221302,Harvard Heights,"(34.0417465, -118.3114895)",90018
1134,1090.0,221302,Harvard Heights,"(34.0417465, -118.3114895)",90006
1135,1090.0,221302,Harvard Heights,"(34.0417465, -118.3114895)",90019
1136,920.0,221303,Harvard Heights,"(34.0453825, -118.308407)",90019
1137,920.0,221303,Harvard Heights,"(34.0453825, -118.308407)",90006
1138,1097.0,221304,Arlington Heights,"(34.045369, -118.314651)",90019
1139,774.0,221401,Jefferson Park,"(34.0339245, -118.3133125)",90018
1140,1027.0,221402,Harvard Heights,"(34.038279, -118.308985)",90018
1141,885.0,221500,Adams-Normandie,"(34.034856, -118.3046185)",90018
1142,885.0,221500,Adams-Normandie,"(34.034856, -118.3046185)",90007
1143,928.0,221601,Adams-Normandie,"(34.034833, -118.2959055)",90007
1144,1028.0,221602,Pico-Union,"(34.038415, -118.292179)",90006
1145,1028.0,221602,Pico-Union,"(34.038415, -118.292179)",90007
1146,1045.0,221710,University Park,"(34.034366, -118.287757)",90007
1147,1050.0,221810,Adams-Normandie,"(34.0305765, -118.292359)",90007
1148,1424.0,221820,University Park,"(34.0305755, -118.286386)",90089
1149,1424.0,221820,University Park,"(34.0305755, -118.286386)",90007
1150,1058.0,221900,University Park,"(34.0260705, -118.289757)",90007
1151,1244.0,222001,Jefferson Park,"(34.0282015, -118.3132745)",90018
1152,1203.0,222002,Exposition Park,"(34.0218995, -118.3135615)",90018
1153,1093.0,222100,Adams-Normandie,"(34.027317, -118.3024105)",90007
1154,1093.0,222100,Adams-Normandie,"(34.027317, -118.3024105)",90018
1155,965.0,222200,Adams-Normandie,"(34.0309165, -118.302424)",90018
1156,965.0,222200,Adams-Normandie,"(34.0309165, -118.302424)",90007
1157,1178.0,222500,Exposition Park,"(34.021865, -118.3045305)",90018
1158,1178.0,222500,Exposition Park,"(34.021865, -118.3045305)",90007
1159,1115.0,222600,Exposition Park,"(34.0218365, -118.2958795)",90007
1160,2432.0,222700,University Park,"(34.020537, -118.2847645)",90037
1161,2432.0,222700,University Park,"(34.020537, -118.2847645)",90089
1162,2432.0,222700,University Park,"(34.020537, -118.2847645)",90007
1163,704.0,224010,Downtown,"(34.036945, -118.2655625)",90015
1164,772.0,224020,Historic South-Central,"(34.030734, -118.267245)",90015
1165,772.0,224020,Historic South-Central,"(34.030734, -118.267245)",90007
1166,772.0,224020,Historic South-Central,"(34.030734, -118.267245)",90011
1167,847.0,224200,Pico-Union,"(34.041032, -118.277298)",90015
1168,849.0,224310,Pico-Union,"(34.043569, -118.2820315)",90006
1169,777.0,224320,Pico-Union,"(34.041517, -118.2804885)",90015
1170,777.0,224320,Pico-Union,"(34.041517, -118.2804885)",90007
1171,777.0,224320,Pico-Union,"(34.041517, -118.2804885)",90006
1172,1009.0,224410,University Park,"(34.0343195, -118.2789565)",90015
1173,1009.0,224410,University Park,"(34.0343195, -118.2789565)",90007
1174,785.0,224420,University Park,"(34.0318675, -118.2778715)",90015
1175,785.0,224420,University Park,"(34.0318675, -118.2778715)",90007
1176,828.0,224600,Historic South-Central,"(34.0223275, -118.2717135)",90007
1177,828.0,224600,Historic South-Central,"(34.0223275, -118.2717135)",90011
1178,1526.0,224700,University Park,"(34.0263755, -118.279223)",90007
1179,1088.0,226001,Historic South-Central,"(34.0245655, -118.251001)",90058
1180,1088.0,226001,Historic South-Central,"(34.0245655, -118.251001)",90021
1181,1088.0,226001,Historic South-Central,"(34.0245655, -118.251001)",90015
1182,1088.0,226001,Historic South-Central,"(34.0245655, -118.251001)",90011
1183,632.0,226002,Downtown,"(34.033429, -118.249304)",90021
1184,632.0,226002,Downtown,"(34.033429, -118.249304)",90015
1185,632.0,226002,Downtown,"(34.033429, -118.249304)",90014
1186,957.0,226410,Historic South-Central,"(34.0242035, -118.2622875)",90011
1187,925.0,226420,Historic South-Central,"(34.021775, -118.2569205)",90011
1188,1056.0,226700,Historic South-Central,"(34.017615, -118.2623795)",90011
1189,1099.0,227010,Central-Alameda,"(34.018875, -118.247064)",90058
1190,1099.0,227010,Central-Alameda,"(34.018875, -118.247064)",90011
1191,918.0,227020,Central-Alameda,"(34.0161415, -118.2516245)",90011
1192,1144.0,228100,Central-Alameda,"(34.010118, -118.244922)",90011
1193,1144.0,228100,Central-Alameda,"(34.010118, -118.244922)",90058
1194,1022.0,228210,Central-Alameda,"(34.010168, -118.2525945)",90011
1195,990.0,228220,Central-Alameda,"(34.0065835, -118.2519225)",90011
1196,1014.0,228310,Historic South-Central,"(34.011872, -118.262852)",90011
1197,1008.0,228320,Historic South-Central,"(34.007893, -118.263681)",90011
1198,1130.0,228410,Historic South-Central,"(34.014163, -118.2690345)",90011
1199,936.0,228420,Historic South-Central,"(34.00749, -118.270975)",90037
1200,936.0,228420,Historic South-Central,"(34.00749, -118.270975)",90011
1201,1030.0,228500,South Park,"(34.003629, -118.2695985)",90011
1202,1030.0,228500,South Park,"(34.003629, -118.2695985)",90037
1203,981.0,228600,South Park,"(34.003674, -118.260853)",90011
1204,1014.0,228710,Central-Alameda,"(33.9993805, -118.2542925)",90011
1205,1087.0,228720,Central-Alameda,"(33.9993695, -118.2499415)",90011
1206,825.0,228800,Central-Alameda,"(33.999104, -118.2430855)",90058
1207,825.0,228800,Central-Alameda,"(33.999104, -118.2430855)",90011
1208,513.0,228900,Central-Alameda,"(33.992114, -118.242838)",90011
1209,513.0,228900,Central-Alameda,"(33.992114, -118.242838)",90058
1210,1167.0,229100,Central-Alameda,"(33.992164, -118.2520985)",90011
1211,816.0,229200,South Park,"(33.99828, -118.260835)",90011
1212,1121.0,229300,South Park,"(33.998151, -118.269586)",90037
1213,1121.0,229300,South Park,"(33.998151, -118.269586)",90011
1214,970.0,229410,South Park,"(33.9922445, -118.2695665)",90011
1215,970.0,229410,South Park,"(33.9922445, -118.2695665)",90037
1216,1089.0,229420,South Park,"(33.9925325, -118.2608205)",90011
1217,940.0,231100,Historic South-Central,"(34.016069, -118.2760825)",90007
1218,940.0,231100,Historic South-Central,"(34.016069, -118.2760825)",90011
1219,940.0,231100,Historic South-Central,"(34.016069, -118.2760825)",90089
1220,940.0,231100,Historic South-Central,"(34.016069, -118.2760825)",90037
1221,971.0,231210,Exposition Park,"(34.014521, -118.2980095)",90037
1222,971.0,231210,Exposition Park,"(34.014521, -118.2980095)",90007
1223,975.0,231220,Exposition Park,"(34.014515, -118.28932)",90007
