Median Rent 2016,Tract Number,Neighborhood,Location
1188,602404,Hawthorne,"(33.905511, -118.3481055)"
1026,602504,Hawthorne,"(33.905557, -118.3373245)"
956,602505,Hawthorne,"(33.905555, -118.341668)"
1069,602506,Hawthorne,"(33.9073785, -118.3308455)"
968,602507,Hawthorne,"(33.9037475, -118.330837)"
1026,602508,Hawthorne,"(33.9128105, -118.3395105)"
1193,602509,Hawthorne,"(33.917666, -118.335149)"
1083,602600,Gardena,"(33.9091925, -118.3177665)"
1705,602700,Hawthorne,"(33.9236775, -118.3177205)"
975,602801,Athens,"(33.9273235, -118.3002815)"
997,602802,Athens,"(33.920228, -118.3002815)"
936,602900,Gardena,"(33.908722, -118.304711)"
1112,603001,Gardena,"(33.9016845, -118.2960225)"
1007,603004,Gardena,"(33.892234, -118.2960665)"
1225,603005,Gardena,"(33.8982925, -118.304751)"
1152,603006,Gardena,"(33.8910355, -118.3042245)"
1204,603101,Gardena,"(33.88692, -118.2954995)"
1106,603102,Gardena,"(33.877144, -118.295371)"
1205,603200,Gardena,"(33.869186, -118.2998365)"
1291,603301,Gardena,"(33.8843295, -118.3064395)"
1297,603302,Gardena,"(33.877386, -118.306193)"
1232,603400,Gardena,"(33.8932645, -118.313471)"
1708,603500,Gardena,"(33.898302, -118.3199915)"
1486,603600,Gardena,"(33.888753, -118.3221555)"
1484,603702,Alondra Park,"(33.885925, -118.335435)"
938,603703,Hawthorne,"(33.898292, -118.339779)"
1075,603704,Hawthorne,"(33.8982975, -118.330837)"
1257,603801,Lawndale,"(33.898542, -118.348093)"
1344,603802,Lawndale,"(33.890992, -118.348088)"
1305,603900,Lawndale,"(33.8948405, -118.360618)"
1413,604001,Lawndale,"(33.8837445, -118.356835)"
1372,604002,Lawndale,"(33.8765055, -118.3568285)"
1400,604100,Lawndale,"(33.880805, -118.34807)"
1186,609900,San Pedro,"(33.741006, -118.302932)"
1631,620001,El Segundo,"(33.9275455, -118.4037575)"
1545,620002,El Segundo,"(33.91999, -118.4047515)"
1704,620101,El Segundo,"(33.927506, -118.4199925)"
1673,620102,El Segundo,"(33.9199625, -118.418878)"
2678,620201,Manhattan Beach,"(33.90297816, -118.4197145)"
2803,620301,Manhattan Beach,"(33.897189, -118.4043155)"
2287,620303,Manhattan Beach,"(33.8930745, -118.4029825)"
2197,620305,Manhattan Beach,"(33.89289461, -118.4143834)"
2190,620400,Manhattan Beach,"(33.894625, -118.3873925)"
2088,620501,Redondo Beach,"(33.887363, -118.3700055)"
1581,620521,Redondo Beach,"(33.8764805, -118.365622)"
1703,620522,Redondo Beach,"(33.8764625, -118.374998)"
1478,620601,Redondo Beach,"(33.869829, -118.362536)"
1771,620602,Redondo Beach,"(33.8633335, -118.3630525)"
1706,620701,Redondo Beach,"(33.8691805, -118.382039)"
1921,620702,Redondo Beach,"(33.861085, -118.3796415)"
1876,620800,Manhattan Beach,"(33.8800905, -118.387312)"
2311,620901,Manhattan Beach,"(33.882237, -118.4018225)"
1859,620904,Manhattan Beach,"(33.8813737, -118.4072397)"
1857,621001,Hermosa Beach,"(33.8701875, -118.3941825)"
2110,621002,Hermosa Beach,"(33.8696538, -118.4050238)"
2094,621004,Hermosa Beach,"(33.8695295, -118.4012875)"
2105,621102,Hermosa Beach,"(33.860177, -118.388831)"
1899,621104,Hermosa Beach,"(33.85822473, -118.39661)"
1856,621201,Redondo Beach,"(33.8500655, -118.3831365)"
1872,621204,Redondo Beach,"(33.846546, -118.393796)"
1976,621301,Redondo Beach,"(33.835159, -118.379359)"
1873,621324,Redondo Beach,"(33.835432, -118.388025)"
1799,621326,Redondo Beach,"(33.82188797, -118.3882982)"
1744,621400,Redondo Beach,"(33.8222325, -118.3792945)"
1125,650001,Torrance,"(33.8799285, -118.3199695)"
1178,650003,Torrance,"(33.8763935, -118.339968)"
1280,650004,Torrance,"(33.8778065, -118.3307945)"
1632,650101,Torrance,"(33.866448, -118.317788)"
1737,650102,Torrance,"(33.8687585, -118.3342225)"
1674,650200,Torrance,"(33.867113, -118.32676)"
1452,650300,Torrance,"(33.86746, -118.351318)"
2222,650401,Torrance,"(33.844669, -118.3410885)"
2292,650501,Torrance,"(33.853453, -118.3594535)"
1809,650502,Torrance,"(33.8534285, -118.3701455)"
1492,650602,Torrance,"(33.8430865, -118.362272)"
1204,650603,Torrance,"(33.8431555, -118.36973)"
1357,650604,Torrance,"(33.84034, -118.349129)"
1461,650605,Torrance,"(33.845876, -118.349133)"
2431,650701,Torrance,"(33.8313195, -118.353571)"
2607,650702,Torrance,"(33.832556, -118.367489)"
2544,650800,Torrance,"(33.8266215, -118.3366605)"
1198,650901,Torrance,"(33.8351275, -118.318833)"
1362,650902,Torrance,"(33.824236, -118.3187445)"
1488,651001,Torrance,"(33.8111705, -118.314085)"
1497,651002,Torrance,"(33.814399, -118.324082)"
1768,651101,Torrance,"(33.806877, -118.338471)"
1434,651102,Torrance,"(33.8200495, -118.3453865)"
2475,651201,Torrance,"(33.8205315, -118.367129)"
1278,651221,Torrance,"(33.8210435, -118.355335)"
1672,651222,Torrance,"(33.8127245, -118.360268)"
2277,651302,Torrance,"(33.8061, -118.370769)"
1756,651304,Torrance,"(33.8116915, -118.381965)"
1471,651401,Torrance,"(33.7862665, -118.3340915)"
1427,651402,Torrance,"(33.796968, -118.3450715)"
1200,670001,Lomita,"(33.8027475, -118.3183505)"
1314,670002,Lomita,"(33.7953365, -118.312963)"
1349,670003,Lomita,"(33.797717, -118.3226775)"
1233,670100,Rolling Hills Estates,"(33.7824185, -118.318576)"
1865,670201,Rolling Hills Estates,"(33.7777515, -118.339328)"
3150,670202,Rolling Hills Estates,"(33.786898, -118.3573095)"
2754,670324,Palos Verdes Estates,"(33.79768677, -118.379741)"
3500,670326,Palos Verdes Estates,"(33.785452, -118.4028895)"
2536,670328,Palos Verdes Estates,"(33.77355, -118.416007)"
2929,670403,Rancho Palos Verdes,"(33.7766755, -118.3693285)"
1766,670405,Rancho Palos Verdes,"(33.7682385, -118.374157)"
2923,670406,Rolling Hills Estates,"(33.763222, -118.3859975)"
2245,670407,Rancho Palos Verdes,"(33.7723545, -118.3857375)"
3290,670411,Rancho Palos Verdes,"(33.7858915, -118.3789685)"
3197,670413,Rancho Palos Verdes,"(33.771989, -118.397256)"
1901,670416,Rancho Palos Verdes,"(33.755584, -118.4064862)"
3500,670500,Rolling Hills,"(33.760874, -118.347924)"
2288,670602,Rancho Palos Verdes,"(33.74274308, -118.3714756)"
1298,670701,San Pedro,"(33.7630595, -118.3098)"
3500,670702,Rancho Palos Verdes,"(33.7513725, -118.3285275)"
1204,700101,West Hollywood,"(34.092577, -118.352461)"
1217,700102,West Hollywood,"(34.0889685, -118.3524115)"
1484,700200,West Hollywood,"(34.0924555, -118.365232)"
1530,700300,West Hollywood,"(34.091624, -118.3731165)"
1730,700400,West Hollywood,"(34.08295, -118.3800135)"
1478,700501,West Hollywood,"(34.087219, -118.389563)"
1541,700502,West Hollywood,"(34.089894, -118.3803515)"
3448,700600,Beverly Hills,"(34.0920565, -118.40138)"
1975,700700,Beverly Hills,"(34.0793195, -118.4153425)"
2236,700801,Beverly Hills,"(34.0741065, -118.400005)"
1834,700802,Beverly Hills,"(34.0681835, -118.3809795)"
1648,700901,Pico-Robertson,"(34.0620675, -118.3809415)"
1914,700902,Beverly Hills,"(34.0620455, -118.3944075)"
2144,701000,Beverly Hills,"(34.05987, -118.406709)"
1325,701100,Veterans Administration,"(34.057384, -118.4572585)"
2031,701201,Santa Monica,"(34.041316, -118.4938655)"
1905,701202,Santa Monica,"(34.033922, -118.489809)"
1784,701302,Santa Monica,"(34.0274135, -118.497829)"
1923,701304,Santa Monica,"(34.03082958, -118.5060219)"
1457,701402,Santa Monica,"(34.020408, -118.5020564)"
1714,701501,Santa Monica,"(34.0281575, -118.49041)"
1647,701502,Santa Monica,"(34.025441, -118.4872355)"
2174,701601,Santa Monica,"(34.0389605, -118.479277)"
1664,701602,Santa Monica,"(34.0350165, -118.475432)"
1406,701701,Santa Monica,"(34.032321, -118.4722855)"
1339,701702,Santa Monica,"(34.022751, -118.4840745)"
1391,701801,Santa Monica,"(34.0277085, -118.464933)"
1530,701802,Santa Monica,"(34.0191465, -118.4788215)"
1878,701902,Santa Monica,"(34.01386615, -118.4928698)"
1602,702002,Santa Monica,"(34.00604515, -118.4847132)"
1674,702102,Santa Monica,"(34.00117824, -118.478873)"
1700,702201,Santa Monica,"(34.0134445, -118.4732815)"
1532,702202,Santa Monica,"(34.0083865, -118.467534)"
1264,702300,Santa Monica,"(34.0182585, -118.4559935)"
1637,702400,Culver City,"(34.0262285, -118.3839635)"
1575,702501,Culver City,"(34.014408, -118.3973335)"
1744,702502,Ladera Heights,"(34.011914, -118.384386)"
1785,702600,Culver City,"(33.9952635, -118.395285)"
1439,702700,Culver City,"(34.006574, -118.402252)"
1552,702801,Culver City,"(34.010849, -118.410408)"
1553,702802,Culver City,"(34.0059345, -118.4153575)"
1521,702803,Culver City,"(33.995268, -118.4328335)"
2575,702901,Marina del Rey,"(33.9753235, -118.4478695)"
1851,703001,Ladera Heights,"(33.994652, -118.384058)"
1788,703002,Ladera Heights,"(33.9874395, -118.373906)"
1214,703100,View Park-Windsor Hills,"(33.9938635, -118.354966)"
1403,703200,View Park-Windsor Hills,"(33.9983555, -118.3403905)"
3500,800101,Calabasas,"(34.1354985, -118.6295565)"
1884,800102,Topanga,"(34.105487, -118.6313095)"
3500,800202,Unincorporated Santa Monica Mountains,"(34.111882, -118.6724855)"
2094,800203,Hidden Hills,"(34.162707, -118.6715635)"
2208,800204,Calabasas,"(34.146393, -118.663627)"
2232,800324,Agoura Hills,"(34.150914, -118.780558)"
2589,800325,Westlake Village,"(34.142043, -118.818764)"
2089,800326,Unincorporated Santa Monica Mountains,"(34.118765, -118.824471)"
1911,800327,Agoura Hills,"(34.1554385, -118.744946)"
1955,800328,Calabasas,"(34.1532245, -118.716794)"
2048,800329,Unincorporated Santa Monica Mountains,"(34.125924, -118.741482)"
3074,800330,Unincorporated Santa Monica Mountains,"(34.0909385, -118.7600245)"
3034,800331,Westlake Village,"(34.158577, -118.8018845)"
3321,800332,Agoura Hills,"(34.1610355, -118.7705735)"
2125,800406,Unincorporated Santa Monica Mountains,"(34.065344, -118.8552812)"
3202,800408,Malibu,"(34.02294, -118.7999009)"
2408,800410,Unincorporated Santa Monica Mountains,"(34.0581495, -118.7420335)"
2289,800504,Unincorporated Santa Monica Mountains,"(34.0557665, -118.6751869)"
2926,800506,Topanga,"(34.05990591, -118.6102825)"
885,900102,Northeast Antelope Valley,"(34.690623, -117.773664)"
1052,900103,Lake Los Angeles,"(34.6312205, -117.845138)"
1103,900104,Northeast Antelope Valley,"(34.587324, -117.844901)"
760,900201,Northeast Antelope Valley,"(34.7010005, -117.961077)"
1694,900300,Northeast Antelope Valley,"(34.7338375, -118.0937835)"
1224,900501,Lancaster,"(34.6822275, -118.123596)"
1158,900504,Palmdale,"(34.6605065, -118.0957095)"
775,900505,Lancaster,"(34.682288, -118.1080695)"
1149,900506,Lancaster,"(34.682332, -118.0991665)"
1237,900507,Lancaster,"(34.6788835, -118.085749)"
1374,900508,Lancaster,"(34.678919, -118.0679485)"
570,900602,Lancaster,"(34.7114195, -118.121494)"
982,900605,Lancaster,"(34.7043045, -118.085977)"
1080,900606,Lancaster,"(34.7003925, -118.124863)"
1042,900607,Lancaster,"(34.693862, -118.124286)"
1218,900608,Lancaster,"(34.6968125, -118.1081615)"
1116,900609,Lancaster,"(34.7041855, -118.099231)"
1075,900701,Lancaster,"(34.682124, -118.14029)"
897,900703,Lancaster,"(34.682113, -118.156743)"
935,900704,Lancaster,"(34.6603865, -118.137914)"
953,900705,Lancaster,"(34.66033, -118.1566475)"
1310,900803,Lancaster,"(34.7113425, -118.157119)"
1084,900804,Lancaster,"(34.7113085, -118.142751)"
1131,900805,Lancaster,"(34.6966695, -118.156998)"
743,900806,Lancaster,"(34.6966605, -118.141453)"
1559,900900,Northwest Antelope Valley,"(34.762262, -118.2328575)"
1906,901004,Lancaster,"(34.689439, -118.210091)"
1420,901007,Lancaster,"(34.652975, -118.1834535)"
1477,901008,Lancaster,"(34.6966705, -118.174692)"
1208,901009,Lancaster,"(34.682112, -118.174692)"
1151,901010,Lancaster,"(34.6675115, -118.19239)"
1189,901011,Lancaster,"(34.6675775, -118.1745715)"
888,901101,Lancaster,"(34.6602485, -118.2274505)"
1122,901102,Quartz Hill,"(34.660235, -118.2099685)"
866,901205,Lancaster,"(34.6746975, -118.2828485)"
1224,901210,Elizabeth Lake,"(34.6737525, -118.3836475)"
2144,901213,Leona Valley,"(34.6249465, -118.305774)"
1316,910001,Palmdale,"(34.602258, -117.9288635)"
1308,910002,Northeast Antelope Valley,"(34.532019, -117.919491)"
905,910101,Palmdale,"(34.6128065, -118.045045)"
1348,910201,Palmdale,"(34.6165185, -118.1332205)"
987,910202,Northwest Palmdale,"(34.626194, -118.1788455)"
1875,910206,Palmdale,"(34.5868255, -118.2268865)"
1778,910207,Palmdale,"(34.594402, -118.172876)"
1467,910208,Palmdale,"(34.598115, -118.156459)"
1805,910209,Palmdale,"(34.603833, -118.1966305)"
1736,910210,Palmdale,"(34.6157635, -118.1969445)"
1359,910301,Quartz Hill,"(34.638321, -118.2218425)"
1642,910302,Palmdale,"(34.620746, -118.2219715)"
1309,910401,Palmdale,"(34.5725535, -118.1501985)"
866,910402,Palmdale,"(34.583354, -118.1255555)"
817,910403,Palmdale,"(34.5765425, -118.1249295)"
1104,910404,Palmdale,"(34.565246, -118.1241)"
755,910501,Palmdale,"(34.5799625, -118.1130105)"
1003,910502,Palmdale,"(34.58003, -118.10081)"
1911,137000,Woodland Hills,"(34.167095, -118.6409615)"
1125,910504,Palmdale,"(34.568302, -118.105125)"
1285,910505,Palmdale,"(34.563778, -118.103584)"
1209,910601,Palmdale,"(34.5836105, -118.076306)"
950,910602,Palmdale,"(34.5764565, -118.080694)"
1143,910603,Palmdale,"(34.565435, -118.0850595)"
1283,910605,Palmdale,"(34.569375, -118.0672205)"
1413,910606,Palmdale,"(34.5618675, -118.06729)"
1710,910705,Palmdale,"(34.568801, -118.0183425)"
1353,910706,Palmdale,"(34.550485, -118.009319)"
1034,910707,Palmdale,"(34.543249, -118.098902)"
1927,910709,Southeast Antelope Valley,"(34.524328, -118.044247)"
1293,910711,Palmdale,"(34.569155, -118.05615)"
1344,910712,Palmdale,"(34.550398, -118.0517435)"
1358,910713,Palmdale,"(34.5727205, -118.0399375)"
1422,910714,Palmdale,"(34.561705, -118.03843)"
1381,910715,Palmdale,"(34.552996, -118.072164)"
1523,910716,Palmdale,"(34.5464265, -118.072453)"
1500,910804,Acton,"(34.528856, -118.187391)"
2088,910807,Santa Clarita,"(34.44052, -118.410871)"
2155,910808,Santa Clarita,"(34.4567225, -118.3925185)"
1990,910809,Santa Clarita,"(34.407322, -118.399898)"
1453,910810,Castaic Canyons,"(34.45705, -118.360889)"
2050,910812,Southeast Antelope Valley,"(34.500557, -118.0739195)"
995,911001,Southeast Antelope Valley,"(34.4802325, -117.84332)"
1212,920012,Castaic Canyons,"(34.602204, -118.370304)"
1172,920013,Santa Clarita,"(34.4322485, -118.514551)"
2232,920015,Santa Clarita,"(34.4718625, -118.527824)"
2105,920016,Castaic Canyons,"(34.463734, -118.520167)"
1722,920017,Santa Clarita,"(34.442725, -118.526151)"
2292,920018,Santa Clarita,"(34.4558485, -118.52964)"
1602,920020,Castaic Canyons,"(34.4698725, -118.485244)"
1125,920023,Santa Clarita,"(34.4214975, -118.4905135)"
2130,920028,Santa Clarita,"(34.4364445, -118.4883265)"
1532,920029,Santa Clarita,"(34.4299325, -118.485735)"
1741,920030,Santa Clarita,"(34.415315, -118.487947)"
1793,920031,Santa Clarita,"(34.3954795, -118.4803145)"
3467,920032,Castaic Canyons,"(34.458264, -118.466239)"
1021,920033,Castaic Canyons,"(34.460462, -118.4328125)"
1682,920034,Castaic Canyons,"(34.436949, -118.4510885)"
1510,920035,Santa Clarita,"(34.419514, -118.4632135)"
1258,920036,Santa Clarita,"(34.419943, -118.4750645)"
1449,920037,Santa Clarita,"(34.4144835, -118.4485455)"
1275,920038,Santa Clarita,"(34.4248795, -118.44721)"
2104,920039,Santa Clarita,"(34.4217055, -118.4383615)"
1831,920040,Castaic Canyons,"(34.4376675, -118.4294815)"
2108,920041,Santa Clarita,"(34.418503, -118.434593)"
1773,920042,Santa Clarita,"(34.3938205, -118.4701755)"
2278,920043,Santa Clarita,"(34.39599, -118.4534165)"
1821,920044,Santa Clarita,"(34.443157, -118.516583)"
2576,920045,Santa Clarita,"(34.453296, -118.516716)"
1114,920102,Ridge Route,"(34.6130265, -118.5884185)"
1750,920104,Ridge Route,"(34.565251, -118.722532)"
1061,920106,Unincorporated Santa Susana Mountains,"(34.4431575, -118.666036)"
2141,920107,Santa Clarita,"(34.4512955, -118.580658)"
2381,920108,Castaic Canyons,"(34.448999, -118.563623)"
1940,920109,Santa Clarita,"(34.456252, -118.550261)"
1807,920110,Santa Clarita,"(34.446814, -118.5447345)"
2314,920111,Santa Clarita,"(34.451756, -118.5384995)"
1375,920112,Santa Clarita,"(34.435109, -118.538718)"
1918,920114,Santa Clarita,"(34.4320305, -118.5670465)"
1467,920115,Santa Clarita,"(34.428275, -118.5498565)"
1808,920116,Castaic,"(34.4830095, -118.6364085)"
2665,920118,Castaic,"(34.4585725, -118.624566)"
3091,920119,Castaic,"(34.4642225, -118.6428175)"
2089,920303,Unincorporated Santa Susana Mountains,"(34.315107, -118.605768)"
1280,920312,Santa Clarita,"(34.357038, -118.529646)"
1444,920313,Santa Clarita,"(34.3707695, -118.552617)"
1652,920314,Santa Clarita,"(34.4044665, -118.520954)"
1303,920322,Santa Clarita,"(34.3842535, -118.549422)"
1741,920326,Unincorporated Santa Susana Mountains,"(34.364177, -118.6077495)"
1911,920328,Santa Clarita,"(34.416139, -118.5715565)"
1785,920329,Santa Clarita,"(34.4111205, -118.5512305)"
1833,920330,Santa Clarita,"(34.403578, -118.5636845)"
1618,920331,Santa Clarita,"(34.3965195, -118.5461425)"
1379,920332,Santa Clarita,"(34.3818215, -118.514898)"
1448,920334,Santa Clarita,"(34.3872515, -118.5594415)"
1298,920336,Santa Clarita,"(34.385239, -118.534828)"
1538,920337,Santa Clarita,"(34.373884, -118.5145465)"
2351,920338,Stevenson Ranch,"(34.386701, -118.601166)"
2127,920339,Unincorporated Santa Susana Mountains,"(34.4151555, -118.6238155)"
2050,930200,Tujunga Canyons,"(34.340966, -118.294994)"
1263,930301,Angeles Crest,"(34.2947535, -117.913563)"
975,980008,Van Nuys,"(34.207747, -118.490984)"
719,980010,Elysian Park,"(34.081932, -118.238222)"
960,980015,Wilmington,"(33.778611, -118.295234)"
